Date;Hours;NO;SE;FI;DK;Nordic;EE;LV;LT;Baltic
04/02/2015;16Ê-Ê17;25693;22296;10927;4665;63581;1455;1119;438;3012
04/02/2015;17Ê-Ê18;25743;22305;11049;4812;63909;1455;1308;780;3543
04/02/2015;18Ê-Ê19;25631;22392;11005;5021;64048;1458;1310;649;3417
04/02/2015;19Ê-Ê20;25678;22252;10729;4585;63246;1466;1000;385;2851
04/02/2015;20Ê-Ê21;25445;22041;10021;4271;61780;1472;594;339;2405
04/02/2015;21Ê-Ê22;25388;21627;9352;4059;60427;1462;472;201;2135
04/02/2015;22Ê-Ê23;24491;20638;9132;3568;57829;1460;192;169;1821
04/02/2015;23Ê-Ê00;23441;18906;8810;3536;54693;1428;188;167;1783
05/02/2015;00Ê-Ê01;22859;17661;8446;3198;52164;1283;187;207;1677
05/02/2015;01Ê-Ê02;22245;17658;8321;3165;51389;1184;187;172;1543
05/02/2015;02Ê-Ê03;21753;17707;8346;3159;50965;1229;188;169;1586
05/02/2015;03Ê-Ê04;21542;17581;8323;3138;50585;1300;192;169;1661
05/02/2015;04Ê-Ê05;22010;17868;8408;3247;51535;1339;198;168;1705
05/02/2015;05Ê-Ê06;23070;19243;8733;3326;54373;1362;305;246;1913
05/02/2015;06Ê-Ê07;24918;21539;9476;3635;59567;1428;736;380;2544
05/02/2015;07Ê-Ê08;25822;23048;10176;4199;63245;1437;1120;579;3136
05/02/2015;08Ê-Ê09;25729;23175;10275;4411;63590;1442;1363;860;3665
05/02/2015;09Ê-Ê10;25893;22830;10182;3877;62782;1439;1139;871;3449
05/02/2015;10Ê-Ê11;25895;23153;10282;3983;63312;1429;1098;834;3361
05/02/2015;11Ê-Ê12;25562;23258;10347;3924;63090;1431;606;401;2438
05/02/2015;12Ê-Ê13;25210;23303;10144;3859;62516;1443;635;401;2479
05/02/2015;13Ê-Ê14;25153;;10188;3767;62456;1426;625;394;2445
05/02/2015;14Ê-Ê15;25152;23404;9913;3537;62006;1413;830;388;2631
05/02/2015;15Ê-Ê16;25287;23378;9741;3468;61875;1442;824;379;2645
05/02/2015;16Ê-Ê17;25453;23439;10013;3484;62390;1442;940;370;2752
05/02/2015;17Ê-Ê18;25509;23824;10425;3551;63309;1452;1223;826;3501
05/02/2015;18Ê-Ê19;24913;23961;10438;3917;63230;1456;1119;701;3276
05/02/2015;19Ê-Ê20;24791;;9909;3839;62007;1452;701;343;2496
05/02/2015;20Ê-Ê21;24323;23216;9305;3330;60174;1453;589;339;2381
05/02/2015;21Ê-Ê22;23972;22275;9066;2939;58252;1436;329;309;2074
05/02/2015;22Ê-Ê23;22602;21663;8862;2724;55852;1456;195;168;1819
05/02/2015;23Ê-Ê00;20247;20603;8708;2666;52223;1461;197;168;1826
06/02/2015;00Ê-Ê01;19473;19371;8149;2652;49646;1490;198;168;1856
06/02/2015;01Ê-Ê02;18267;18946;7973;2672;47859;1507;198;162;1867
06/02/2015;02Ê-Ê03;17683;18837;7921;2829;47270;1536;199;203;1938
06/02/2015;03Ê-Ê04;17516;18822;7903;2857;47099;1557;207;169;1933
06/02/2015;04Ê-Ê05;18394;19254;7978;2925;48550;1562;229;167;1958
06/02/2015;05Ê-Ê06;20142;20323;8129;3069;51664;1720;432;251;2403
06/02/2015;06Ê-Ê07;23192;22398;8920;3620;58130;1770;883;326;2979
06/02/2015;07Ê-Ê08;24696;24030;9327;4121;62175;1790;990;431;3211
06/02/2015;08Ê-Ê09;24919;24119;9481;4340;62859;1804;1037;460;3301
06/02/2015;09Ê-Ê10;25047;24004;9460;4180;62690;1810;1175;471;3456
06/02/2015;10Ê-Ê11;24621;23741;9190;4169;61721;1787;1006;443;3236
06/02/2015;11Ê-Ê12;24378;23469;8740;4051;60639;1738;652;342;2732
06/02/2015;12Ê-Ê13;24001;23206;8474;3971;59652;1719;655;363;2737
06/02/2015;13Ê-Ê14;23714;22735;8411;3903;58764;1695;604;377;2676
06/02/2015;14Ê-Ê15;23503;22533;8403;3724;58163;1694;853;399;2946
06/02/2015;15Ê-Ê16;23462;22469;8543;3601;58075;1682;929;343;2954
06/02/2015;16Ê-Ê17;23827;22757;8881;3708;59172;1699;937;449;3085
06/02/2015;17Ê-Ê18;24282;23148;9056;3998;60484;1723;983;455;3161
06/02/2015;18Ê-Ê19;23878;23595;9127;4131;60732;1708;910;429;3047
06/02/2015;19Ê-Ê20;22997;23307;8334;3922;58560;1640;695;326;2661
06/02/2015;20Ê-Ê21;21823;22791;7927;3747;56288;1616;577;308;2501
06/02/2015;21Ê-Ê22;21213;22093;7837;3473;54617;1603;343;279;2225
06/02/2015;22Ê-Ê23;20175;21049;7638;3425;52285;1584;203;193;1980
06/02/2015;23Ê-Ê00;19006;19833;7483;3529;49853;1617;212;190;2019
07/02/2015;00Ê-Ê01;17716;18687;7429;3851;47683;1205;195;195;1595
07/02/2015;01Ê-Ê02;16703;18397;7169;4051;46320;0;194;198;392
07/02/2015;02Ê-Ê03;15836;18187;7089;4198;45310;0;195;203;398
07/02/2015;03Ê-Ê04;15552;18120;7146;4239;45059;0;202;223;425
07/02/2015;04Ê-Ê05;15199;18215;7222;4571;45207;0;208;224;432
07/02/2015;05Ê-Ê06;14840;18582;7255;5120;45797;0;345;232;577
07/02/2015;06Ê-Ê07;15214;19037;7478;5442;47171;0;237;273;510
07/02/2015;07Ê-Ê08;16113;19770;7452;5828;49162;0;379;290;669
07/02/2015;08Ê-Ê09;16793;20887;7509;5835;51024;0;416;346;762
07/02/2015;09Ê-Ê10;17369;21466;7653;6007;52496;0;496;352;848
07/02/2015;10Ê-Ê11;17748;21438;7522;6197;52905;1203;488;370;2061
07/02/2015;11Ê-Ê12;17295;20875;7459;6434;52062;1174;466;371;2011
07/02/2015;12Ê-Ê13;16447;21063;7474;6473;51457;1193;490;382;2065
07/02/2015;13Ê-Ê14;16130;20434;7479;6245;50288;1094;426;376;1896
07/02/2015;14Ê-Ê15;15849;20711;7374;6157;50091;1032;438;373;1843
07/02/2015;15Ê-Ê16;16162;20818;7552;6149;50682;1078;491;369;1938
07/02/2015;16Ê-Ê17;17158;21651;7909;6254;52973;1346;543;358;2247
07/02/2015;17Ê-Ê18;18806;22459;8034;6669;55968;1369;740;351;2460
07/02/2015;18Ê-Ê19;18841;23120;8019;6728;56708;1356;537;335;2228
07/02/2015;19Ê-Ê20;17806;22835;7752;6654;55048;1430;507;283;2220
07/02/2015;20Ê-Ê21;16498;22125;7590;6611;52826;1363;412;279;2054
07/02/2015;21Ê-Ê22;16088;21066;7451;6215;50821;1417;234;288;1939
07/02/2015;22Ê-Ê23;15448;20528;7413;6034;49424;1191;223;316;1730
07/02/2015;23Ê-Ê00;14599;19913;7255;5638;47406;1186;222;325;1733
08/02/2015;00Ê-Ê01;14404;19342;7275;4943;45963;1102;233;292;1627
08/02/2015;01Ê-Ê02;14050;19043;7205;5077;45376;1077;219;290;1586
08/02/2015;02Ê-Ê03;13865;18991;7120;4881;44858;1077;217;294;1588
08/02/2015;03Ê-Ê04;13888;18851;7105;4771;44613;1072;225;286;1583
08/02/2015;04Ê-Ê05;14074;18723;7183;4717;44696;1064;230;286;1580
08/02/2015;05Ê-Ê06;14434;18811;7221;4570;45037;1084;236;321;1641
08/02/2015;06Ê-Ê07;14805;19195;7386;4401;45788;1072;325;331;1728
08/02/2015;07Ê-Ê08;15057;19714;7457;4308;46536;1068;409;327;1804
08/02/2015;08Ê-Ê09;15327;20216;7624;4536;47702;1089;559;359;2007
08/02/2015;09Ê-Ê10;15797;20532;7736;4878;48944;1207;614;368;2189
08/02/2015;10Ê-Ê11;16590;20730;7814;4851;49984;1221;618;372;2211
08/02/2015;11Ê-Ê12;16655;20894;7802;5295;50645;1213;546;364;2123
08/02/2015;12Ê-Ê13;16332;20721;7797;5162;50013;1216;529;349;2094
08/02/2015;13Ê-Ê14;16318;20412;7828;5323;49881;1205;532;317;2054
08/02/2015;14Ê-Ê15;16428;20251;7815;5097;49590;1210;534;342;2086
08/02/2015;15Ê-Ê16;16586;20048;7810;4768;49213;1225;582;337;2144
08/02/2015;16Ê-Ê17;19037;20359;8130;4561;52087;1235;764;343;2342
08/02/2015;17Ê-Ê18;21057;22360;8297;4761;56474;1263;784;397;2444
08/02/2015;18Ê-Ê19;20853;22597;8398;5004;56851;1232;762;314;2308
08/02/2015;19Ê-Ê20;20114;21331;8317;5433;55193;1215;712;371;2298
08/02/2015;20Ê-Ê21;18631;19996;8105;5754;52487;1207;650;301;2158
08/02/2015;21Ê-Ê22;17181;19695;8081;5827;50784;1171;357;308;1836
08/02/2015;22Ê-Ê23;16111;18877;7857;5780;48626;1122;215;292;1629
08/02/2015;23Ê-Ê00;14919;18087;7543;5467;46016;1069;196;264;1529
09/02/2015;00Ê-Ê01;14211;17571;7343;5400;44526;972;187;194;1353
09/02/2015;01Ê-Ê02;13751;17118;7328;5293;43490;940;185;224;1349
09/02/2015;02Ê-Ê03;13654;16988;7314;5132;43090;912;184;206;1302
09/02/2015;03Ê-Ê04;13751;17028;7400;5216;43396;953;203;181;1337
09/02/2015;04Ê-Ê05;14289;17168;7790;5246;44493;1156;225;200;1581
09/02/2015;05Ê-Ê06;14911;18188;8757;5311;47168;1410;599;392;2401
09/02/2015;06Ê-Ê07;17415;19880;9268;5593;52156;1448;1117;630;3195
09/02/2015;07Ê-Ê08;20015;22180;9333;5892;57421;1452;1164;671;3287
09/02/2015;08Ê-Ê09;21491;22921;9395;5286;59093;1561;1233;580;3374
09/02/2015;09Ê-Ê10;21502;22584;9562;5183;58833;1570;1235;426;3231
09/02/2015;10Ê-Ê11;21735;22609;9506;5260;59110;1577;1160;392;3129
09/02/2015;11Ê-Ê12;21387;22565;9097;5283;58331;1569;724;281;2574
09/02/2015;12Ê-Ê13;20765;22212;9021;5157;57157;1566;640;414;2620
09/02/2015;13Ê-Ê14;20624;21904;9309;5058;56895;1551;695;395;2641
09/02/2015;14Ê-Ê15;20554;21709;9348;4845;56456;1557;886;428;2871
09/02/2015;15Ê-Ê16;20455;21889;9328;4460;56132;1541;981;314;2836
09/02/2015;16Ê-Ê17;20796;22144;9496;4261;56697;1559;1069;350;2978
09/02/2015;17Ê-Ê18;22294;22304;9563;4157;58316;1592;1114;355;3061
09/02/2015;18Ê-Ê19;21885;23033;9322;4430;58669;1625;1101;362;3088
09/02/2015;19Ê-Ê20;21423;22265;8794;4325;56807;1623;677;385;2685
09/02/2015;20Ê-Ê21;20228;21785;7978;4397;54387;1629;638;279;2546
09/02/2015;21Ê-Ê22;19294;21008;7838;4260;52401;1603;472;222;2297
09/02/2015;22Ê-Ê23;17892;19945;7752;4141;49731;1599;231;169;1999
09/02/2015;23Ê-Ê00;16219;18841;7374;4242;46675;1576;223;167;1966
10/02/2015;00Ê-Ê01;14307;17765;7268;4217;43558;1289;223;166;1678
10/02/2015;01Ê-Ê02;13935;17322;7264;4110;42632;1184;224;167;1575
10/02/2015;02Ê-Ê03;13926;17175;7208;3746;42055;1208;224;174;1606
10/02/2015;03Ê-Ê04;14586;17356;7221;3890;43053;1207;250;175;1632
10/02/2015;04Ê-Ê05;14876;17676;7373;3954;43879;1224;259;171;1654
10/02/2015;05Ê-Ê06;16121;19134;7801;4054;47110;1570;429;186;2185
10/02/2015;06Ê-Ê07;18972;20982;8629;4722;53305;1664;952;188;2804
10/02/2015;07Ê-Ê08;21879;22684;8582;4703;57849;1677;1020;342;3039
10/02/2015;08Ê-Ê09;21965;22772;8591;5181;58510;1671;1042;378;3091
10/02/2015;09Ê-Ê10;21615;22385;8475;5210;57686;1671;1125;387;3183
10/02/2015;10Ê-Ê11;21640;22149;8463;5201;57453;1649;1059;372;3080
10/02/2015;11Ê-Ê12;20798;21751;8490;5234;56273;1616;787;176;2579
10/02/2015;12Ê-Ê13;20399;21396;8357;5270;55422;1629;807;177;2613
10/02/2015;13Ê-Ê14;19987;21254;8454;5324;55019;1663;782;180;2625
10/02/2015;14Ê-Ê15;20199;21485;8228;5079;54992;1631;877;322;2830
10/02/2015;15Ê-Ê16;19871;21715;8278;4807;54672;1629;912;261;2802
10/02/2015;16Ê-Ê17;20370;21912;8683;4729;55694;1609;940;375;2924
10/02/2015;17Ê-Ê18;21734;22638;8839;4526;57737;1624;1081;302;3007
10/02/2015;18Ê-Ê19;21520;23135;8852;4669;58177;1641;1014;263;2918
10/02/2015;19Ê-Ê20;21266;21702;8339;4467;55774;1615;830;201;2646
10/02/2015;20Ê-Ê21;20603;21142;7779;3935;53460;1575;686;191;2452
10/02/2015;21Ê-Ê22;20295;20487;7428;3691;51901;1605;432;188;2225
10/02/2015;22Ê-Ê23;19080;19891;7130;3676;49777;1595;236;182;2013
10/02/2015;23Ê-Ê00;17557;19135;7060;3522;47274;1605;223;191;2019
11/02/2015;00Ê-Ê01;16965;18074;7075;3226;45340;1533;222;185;1940
11/02/2015;01Ê-Ê02;16477;17887;7001;3152;44518;1554;221;173;1948
11/02/2015;02Ê-Ê03;16136;17775;6971;3335;44217;1268;221;169;1658
11/02/2015;03Ê-Ê04;16294;17855;6992;3229;44369;1296;226;165;1687
11/02/2015;04Ê-Ê05;16672;18341;7075;3231;45319;1514;229;165;1908
11/02/2015;05Ê-Ê06;18636;19850;7393;3373;49253;1628;456;335;2419
11/02/2015;06Ê-Ê07;21185;21929;8295;3345;54755;1636;961;374;2971
11/02/2015;07Ê-Ê08;22692;22596;8424;4673;58387;1639;1163;605;3407
11/02/2015;08Ê-Ê09;23263;22095;8638;4765;58760;1627;1263;602;3492
11/02/2015;09Ê-Ê10;23185;22023;8607;4684;58500;1602;1127;604;3333
11/02/2015;10Ê-Ê11;23300;22027;8445;4654;58426;1573;1057;456;3086
11/02/2015;11Ê-Ê12;22725;21681;8091;4617;57115;1555;723;387;2665
11/02/2015;12Ê-Ê13;22669;21569;7927;4323;56487;1530;713;393;2636
11/02/2015;13Ê-Ê14;22370;21720;8139;4514;56742;1611;705;387;2703
11/02/2015;14Ê-Ê15;22251;21851;8164;4486;56754;1616;937;400;2953
11/02/2015;15Ê-Ê16;22111;22034;8214;4396;56753;1597;949;400;2946
11/02/2015;16Ê-Ê17;22232;22442;8394;4427;57494;1681;1117;425;3223
11/02/2015;17Ê-Ê18;22351;22862;8562;4749;58525;1683;1243;656;3582
11/02/2015;18Ê-Ê19;22231;22785;8536;4637;58190;1721;1105;646;3472
11/02/2015;19Ê-Ê20;22280;22278;8169;4399;57127;1690;794;391;2875
11/02/2015;20Ê-Ê21;21959;22149;7687;4002;55796;1660;667;396;2723
11/02/2015;21Ê-Ê22;21354;21557;7488;3603;54003;1701;423;374;2498
11/02/2015;22Ê-Ê23;20236;20183;7263;3460;51141;1699;250;213;2162
11/02/2015;23Ê-Ê00;18549;19585;7209;3022;48366;1666;252;228;2146
12/02/2015;00Ê-Ê01;17620;18827;7089;2703;46239;1624;249;235;2108
12/02/2015;01Ê-Ê02;17203;18497;7119;2770;45589;1627;251;227;2105
12/02/2015;02Ê-Ê03;16835;18541;7038;2648;45062;1591;253;231;2075
12/02/2015;03Ê-Ê04;16795;18711;7045;2710;45260;1616;259;234;2109
12/02/2015;04Ê-Ê05;17154;18765;7354;2863;46136;1673;394;245;2312
12/02/2015;05Ê-Ê06;18343;20035;8103;2861;49341;1730;549;265;2544
12/02/2015;06Ê-Ê07;21169;21595;8751;3282;54797;1737;1039;419;3195
12/02/2015;07Ê-Ê08;22874;23011;9055;4322;59263;1730;1057;382;3169
12/02/2015;08Ê-Ê09;23273;23165;9066;4452;59956;1752;1032;520;3304
12/02/2015;09Ê-Ê10;23579;23214;8947;4500;60241;1704;1043;487;3234
12/02/2015;10Ê-Ê11;22871;23500;9096;4855;60323;1659;1010;509;3178
12/02/2015;11Ê-Ê12;21728;23273;8911;5121;59033;1647;847;286;2780
12/02/2015;12Ê-Ê13;21476;23002;8813;4532;57824;1644;867;272;2783
12/02/2015;13Ê-Ê14;22003;22601;8871;4180;57653;1645;852;268;2765
12/02/2015;14Ê-Ê15;22164;22549;8921;4235;57870;1636;990;431;3057
12/02/2015;15Ê-Ê16;21931;22212;9023;4224;57390;1619;1026;501;3146
12/02/2015;16Ê-Ê17;22089;21934;9234;4216;57475;1614;1023;685;3322
12/02/2015;17Ê-Ê18;22616;21806;9379;4502;58303;1602;1058;816;3476
12/02/2015;18Ê-Ê19;23041;21658;9407;4265;58373;1585;1413;899;3897
12/02/2015;19Ê-Ê20;23173;21360;9045;4026;57604;1549;1081;494;3124
12/02/2015;20Ê-Ê21;22945;21353;8555;3547;56400;1515;809;212;2536
12/02/2015;21Ê-Ê22;22502;20735;8053;3586;54876;1497;545;206;2248
12/02/2015;22Ê-Ê23;21767;20080;7777;3275;52899;1405;241;193;1839
12/02/2015;23Ê-Ê00;20391;19133;7492;3366;50382;1422;231;227;1880
13/02/2015;00Ê-Ê01;19503;18141;7380;2835;47861;1438;232;170;1840
13/02/2015;01Ê-Ê02;18829;17557;7356;2686;46428;1487;232;167;1886
13/02/2015;02Ê-Ê03;18199;17520;7331;2812;45861;1443;231;163;1837
13/02/2015;03Ê-Ê04;18266;17445;7368;2874;45953;1444;235;165;1844
13/02/2015;04Ê-Ê05;18540;17755;7834;2882;47011;1507;335;185;2027
13/02/2015;05Ê-Ê06;19407;19233;8520;2879;50040;1517;554;259;2330
13/02/2015;06Ê-Ê07;21287;21588;8853;3135;54864;1519;1372;454;3345
13/02/2015;07Ê-Ê08;22301;22159;9137;4255;57852;1526;1269;617;3412
13/02/2015;08Ê-Ê09;22825;21833;9382;4477;58517;1527;1227;883;3637
13/02/2015;09Ê-Ê10;23307;21997;9475;4610;59389;1513;1110;676;3299
13/02/2015;10Ê-Ê11;23297;22286;9455;5011;60047;1504;1140;525;3169
13/02/2015;11Ê-Ê12;22692;22191;9360;5238;59481;1525;822;281;2628
13/02/2015;12Ê-Ê13;23284;22028;9156;4416;58884;1519;860;262;2641
13/02/2015;13Ê-Ê14;23346;21766;9063;4164;58341;1517;1020;214;2751
13/02/2015;14Ê-Ê15;23266;21700;9135;3853;57955;1543;1045;363;2951
13/02/2015;15Ê-Ê16;23262;21729;9186;3704;57884;1554;1041;263;2858
13/02/2015;16Ê-Ê17;23218;21685;9322;3461;57686;1566;1068;455;3089
13/02/2015;17Ê-Ê18;23442;21686;9431;3578;58137;1568;1128;503;3199
13/02/2015;18Ê-Ê19;23220;21748;9271;3763;58002;1568;1075;500;3143
13/02/2015;19Ê-Ê20;22980;21480;8885;3713;57059;1563;793;292;2648
13/02/2015;20Ê-Ê21;21648;21288;7996;3611;54543;1559;667;293;2519
13/02/2015;21Ê-Ê22;20489;20909;7794;3583;52776;1568;428;284;2280
13/02/2015;22Ê-Ê23;19872;20087;7365;3554;50878;1554;235;200;1989
13/02/2015;23Ê-Ê00;18963;19266;7080;3172;48480;1531;230;187;1948
14/02/2015;00Ê-Ê01;18295;18022;6957;3083;46357;1277;231;178;1686
14/02/2015;01Ê-Ê02;17963;17365;6983;2913;45224;1202;228;169;1599
14/02/2015;02Ê-Ê03;17650;17289;6890;2953;44782;1124;227;165;1516
14/02/2015;03Ê-Ê04;17369;17280;6888;2965;44502;1152;232;163;1547
14/02/2015;04Ê-Ê05;17397;17333;6964;2975;44671;1174;233;164;1571
14/02/2015;05Ê-Ê06;17938;17608;6916;3072;45534;1198;242;202;1642
14/02/2015;06Ê-Ê07;17724;18666;7057;3091;46539;1193;278;205;1676
14/02/2015;07Ê-Ê08;17595;19756;7174;3259;47784;1197;350;200;1747
14/02/2015;08Ê-Ê09;18478;20461;7272;3505;49716;1207;451;199;1857
14/02/2015;09Ê-Ê10;19735;20646;7358;3526;51266;1210;548;197;1955
14/02/2015;10Ê-Ê11;20350;20546;7390;3526;51811;1198;570;204;1972
14/02/2015;11Ê-Ê12;20692;20537;7403;3526;52157;1196;568;204;1968
14/02/2015;12Ê-Ê13;19924;20847;7427;3552;51750;1207;566;202;1975
14/02/2015;13Ê-Ê14;19598;20937;7393;3590;51517;1240;557;203;2000
14/02/2015;14Ê-Ê15;18907;20794;7373;3564;50639;1238;556;195;1989
14/02/2015;15Ê-Ê16;18955;20379;7615;3839;50790;1252;547;198;1997
14/02/2015;16Ê-Ê17;19880;20273;8005;3832;51991;1254;779;204;2237
14/02/2015;17Ê-Ê18;21517;21063;8079;4108;54768;1227;1115;211;2553
14/02/2015;18Ê-Ê19;21521;21574;8204;4261;55561;1216;894;209;2319
14/02/2015;19Ê-Ê20;20225;21568;8053;4457;54303;1206;630;209;2045
14/02/2015;20Ê-Ê21;18719;21299;7851;4602;52470;1219;532;211;1962
14/02/2015;21Ê-Ê22;17766;21001;7767;4475;51010;1087;322;214;1623
14/02/2015;22Ê-Ê23;17122;20273;7581;4528;49505;1082;183;183;1448
14/02/2015;23Ê-Ê00;16893;18881;7475;4592;47841;1139;183;185;1507
15/02/2015;00Ê-Ê01;16446;17735;7317;4498;45995;1260;180;189;1629
15/02/2015;01Ê-Ê02;15929;17150;7288;4430;44796;1263;183;204;1650
15/02/2015;02Ê-Ê03;15563;17043;7262;4650;44520;1220;184;220;1624
15/02/2015;03Ê-Ê04;15506;17108;7262;4795;44670;1024;188;230;1442
15/02/2015;04Ê-Ê05;15386;17211;7273;4962;44831;998;191;248;1437
15/02/2015;05Ê-Ê06;15478;17404;7360;5117;45359;1029;195;269;1493
15/02/2015;06Ê-Ê07;15573;17981;7454;5227;46237;1170;196;280;1646
15/02/2015;07Ê-Ê08;15707;18495;7498;5426;47126;1226;251;271;1748
15/02/2015;08Ê-Ê09;16504;19108;7583;5377;48571;1242;376;254;1872
15/02/2015;09Ê-Ê10;17009;19978;7549;5591;50126;1319;399;288;2006
15/02/2015;10Ê-Ê11;16843;20727;7636;5808;51014;1278;401;329;2008
15/02/2015;11Ê-Ê12;16731;20926;7646;5574;50878;1259;401;318;1978
15/02/2015;12Ê-Ê13;15985;20870;7726;5377;49959;1140;387;316;1843
15/02/2015;13Ê-Ê14;15207;20744;7589;5283;48822;1003;387;317;1707
15/02/2015;14Ê-Ê15;14973;20844;7568;5233;48619;999;382;315;1696
15/02/2015;15Ê-Ê16;15495;20973;7571;5284;49323;1106;383;292;1781
15/02/2015;16Ê-Ê17;16852;21781;7870;5686;52190;1208;458;319;1985
15/02/2015;17Ê-Ê18;18599;22602;8138;5856;55197;1228;602;304;2134
15/02/2015;18Ê-Ê19;18649;22790;8236;5945;55620;1245;613;310;2168
15/02/2015;19Ê-Ê20;18010;22851;8069;5901;54832;1238;539;323;2100
15/02/2015;20Ê-Ê21;17150;22351;7853;5839;53193;1239;435;352;2026
15/02/2015;21Ê-Ê22;16812;21620;7857;5833;52123;1238;299;334;1871
15/02/2015;22Ê-Ê23;16304;20713;7667;5688;50373;1237;204;328;1769
15/02/2015;23Ê-Ê00;15638;19916;7597;5397;48550;1217;198;338;1753
16/02/2015;00Ê-Ê01;15163;19617;7410;5306;47496;1007;197;314;1518
16/02/2015;01Ê-Ê02;14665;19098;7413;5235;46411;989;200;300;1489
16/02/2015;02Ê-Ê03;14400;19027;7406;5188;46023;1000;198;282;1480
16/02/2015;03Ê-Ê04;14691;19000;7460;5155;46307;1006;203;275;1484
16/02/2015;04Ê-Ê05;14984;19106;7572;5144;46807;1088;228;281;1597
16/02/2015;05Ê-Ê06;15889;20340;8058;5444;49730;1527;391;448;2366
16/02/2015;06Ê-Ê07;18456;22264;8687;5741;55149;1560;1045;447;3052
16/02/2015;07Ê-Ê08;21293;23642;8941;5924;59801;1558;1126;482;3166
16/02/2015;08Ê-Ê09;22030;23874;9025;5930;60859;1555;1167;499;3221
16/02/2015;09Ê-Ê10;22136;24121;9096;5820;61173;1545;1126;507;3178
16/02/2015;10Ê-Ê11;22931;23972;8973;5741;61618;1541;1103;480;3124
16/02/2015;11Ê-Ê12;22721;24207;8641;5653;61222;1533;520;377;2430
16/02/2015;12Ê-Ê13;22114;24155;8505;5591;60365;1563;498;365;2426
16/02/2015;13Ê-Ê14;22056;24126;8744;5623;60548;1540;529;413;2482
16/02/2015;14Ê-Ê15;21989;24047;8766;5442;60243;1563;666;359;2588
16/02/2015;15Ê-Ê16;21956;24008;8718;5351;60033;1566;683;380;2629
16/02/2015;16Ê-Ê17;22304;23996;8854;5032;60187;1563;1123;415;3101
16/02/2015;17Ê-Ê18;23650;24373;8948;4831;61801;1575;1270;480;3325
16/02/2015;18Ê-Ê19;23060;24655;9022;4864;61602;1611;1140;495;3246
16/02/2015;19Ê-Ê20;22407;24409;8648;4638;60101;1643;658;475;2776
16/02/2015;20Ê-Ê21;21266;23874;8003;4319;57462;1652;544;460;2656
16/02/2015;21Ê-Ê22;20191;23505;7825;3968;55488;1693;409;428;2530
16/02/2015;22Ê-Ê23;19229;23031;7606;3881;53747;1696;240;328;2264
16/02/2015;23Ê-Ê00;17899;21549;7380;3728;50556;1703;223;322;2248
17/02/2015;00Ê-Ê01;16782;20603;7506;3623;48514;1594;200;327;2121
17/02/2015;01Ê-Ê02;16369;20266;7520;3595;47749;1455;197;343;1995
17/02/2015;02Ê-Ê03;16234;20251;7538;3490;47513;1338;202;347;1887
17/02/2015;03Ê-Ê04;16350;20214;7579;3296;47439;1499;207;333;2039
17/02/2015;04Ê-Ê05;16976;20351;7728;3299;48355;1607;248;329;2184
17/02/2015;05Ê-Ê06;18441;21411;8216;3348;51417;1660;484;333;2477
17/02/2015;06Ê-Ê07;21353;22965;8829;3464;56611;1639;1125;571;3335
17/02/2015;07Ê-Ê08;23262;24393;8940;3761;60355;1652;1134;639;3425
17/02/2015;08Ê-Ê09;23671;24331;8983;4067;61052;1661;1227;741;3629
17/02/2015;09Ê-Ê10;23612;24275;8904;4107;60899;1632;1118;732;3482
17/02/2015;10Ê-Ê11;24136;24247;8876;4068;61326;1671;1087;623;3381
17/02/2015;11Ê-Ê12;24001;24316;8743;4396;61455;1649;525;529;2703
17/02/2015;12Ê-Ê13;23591;24195;8622;4472;60881;1663;540;508;2711
17/02/2015;13Ê-Ê14;23305;24261;8590;4304;60459;1675;731;501;2907
17/02/2015;14Ê-Ê15;22959;24181;8671;3967;59779;1680;826;543;3049
17/02/2015;15Ê-Ê16;22654;24167;8623;4008;59453;1661;938;603;3202
17/02/2015;16Ê-Ê17;22674;24279;8676;4072;59701;1651;1111;774;3536
17/02/2015;17Ê-Ê18;23242;24590;8735;4126;60693;1643;1319;798;3760
17/02/2015;18Ê-Ê19;22942;24694;8614;4457;60705;1656;1265;790;3711
17/02/2015;19Ê-Ê20;22118;24464;8389;4562;59534;1700;680;482;2862
17/02/2015;20Ê-Ê21;20278;24234;7793;4673;56978;1706;548;441;2695
17/02/2015;21Ê-Ê22;18826;23884;7533;4719;54962;1710;320;390;2420
17/02/2015;22Ê-Ê23;17290;23160;7298;4763;52511;1647;220;317;2184
17/02/2015;23Ê-Ê00;15803;21488;7165;4621;49077;1396;216;314;1926
18/02/2015;00Ê-Ê01;14433;20270;7125;4532;46360;1302;213;318;1833
18/02/2015;01Ê-Ê02;13799;19571;7076;4459;44905;1304;207;319;1830
18/02/2015;02Ê-Ê03;13463;19437;7035;4434;44369;1321;207;290;1818
18/02/2015;03Ê-Ê04;13521;19191;7092;4485;44289;1329;214;270;1813
18/02/2015;04Ê-Ê05;14207;19527;7257;4545;45536;1364;221;266;1851
18/02/2015;05Ê-Ê06;15157;20517;7862;4591;48127;1659;468;312;2439
18/02/2015;06Ê-Ê07;17898;22194;8186;5057;53335;1691;871;533;3095
18/02/2015;07Ê-Ê08;20727;23245;8188;5258;57418;1698;951;585;3234
18/02/2015;08Ê-Ê09;21796;22788;8347;5411;58341;1695;978;552;3225
18/02/2015;09Ê-Ê10;21267;22592;8334;5722;57915;1695;944;563;3202
18/02/2015;10Ê-Ê11;20944;22379;8248;6059;57630;1707;930;532;3169
