Hours;DK1;DK2;DK;SYS;DK1;DK2
13Ê-Ê14;3026;2084;5110;433,37;436,8;436,8
14Ê-Ê15;2965;2006;4971;429,64;416,5;416,5
15Ê-Ê16;2906;2003;4909;522,93;414,19;552,93
16Ê-Ê17;3014;2106;5120;896,15;406,13;997,57
17Ê-Ê18;3351;2302;5653;1194,29;522,93;1369,59
18Ê-Ê19;3224;2237;5461;745,84;559,49;746,89
19Ê-Ê20;3052;2075;5127;429,56;429,56;429,56
20Ê-Ê21;2865;1929;4794;360,01;360,01;360,01
21Ê-Ê22;2688;1778;4466;281,35;281,35;281,35
22Ê-Ê23;2525;1618;4143;245,23;245,23;245,23
23Ê-Ê00;2325;1465;3790;217,02;217,02;217,02
00Ê-Ê01;2198;1382;3580;194,02;194,39;194,39
01Ê-Ê02;2134;1329;3463;189,76;190,66;190,66
02Ê-Ê03;2111;1297;3408;192,23;192,3;192,45
03Ê-Ê04;2121;1324;3445;184,76;184,99;184,99
04Ê-Ê05;2173;1366;3539;202,97;192,23;192,23
05Ê-Ê06;2330;1480;3810;220,66;198,05;198,05
06Ê-Ê07;2758;1708;4466;261,18;244,01;244,01
07Ê-Ê08;3266;1949;5215;429,67;411,02;421,17
08Ê-Ê09;3387;1920;5307;523,03;455,79;523,03
09Ê-Ê10;3356;2040;5396;484,82;436,02;485,19
10Ê-Ê11;3347;2099;5446;429,6;440,05;450,87
11Ê-Ê12;3305;2042;5347;416,09;418,93;429,23
12Ê-Ê13;3195;2045;5240;429,45;437,28;437,28
13Ê-Ê14;3163;2020;5183;413,78;429,67;429,67
14Ê-Ê15;3097;2022;5119;386,99;410,05;410,05
15Ê-Ê16;3009;2020;5029;413,63;391,17;400,79
16Ê-Ê17;3080;2088;5168;632,5;537,35;641
17Ê-Ê18;3410;2295;5705;746,15;692,12;823,9
18Ê-Ê19;3301;2240;5541;604,59;590,19;604,66
19Ê-Ê20;3098;2103;5201;522,58;522,58;522,58
20Ê-Ê21;2919;1983;4902;373,86;373,86;373,86
21Ê-Ê22;2744;1837;4581;298,94;298,94;298,94
22Ê-Ê23;2563;1665;4228;250,13;250,13;250,13
23Ê-Ê00;2372;1526;3898;221,1;221,1;221,1
00Ê-Ê01;2250;1462;3712;222,16;221,26;221,26
01Ê-Ê02;2201;1390;3591;208,2;207,61;207,61
02Ê-Ê03;2182;1371;3553;199,32;198,88;198,88
03Ê-Ê04;2188;1374;3562;204,1;201,19;201,19
04Ê-Ê05;2249;1398;3647;235,22;204,99;204,99
05Ê-Ê06;2395;1523;3918;245,14;217,08;222,46
06Ê-Ê07;2806;1756;4562;470,73;304,32;311,78
07Ê-Ê08;3300;2028;5328;1194;522,45;1492,2
08Ê-Ê09;3464;2086;5550;1492,28;634,69;1598,84
09Ê-Ê10;3342;2096;5438;1258,48;623,42;1492,5
10Ê-Ê11;3353;2080;5433;895,87;559,24;970,57
11Ê-Ê12;3306;2075;5381;559,46;523,27;559,46
12Ê-Ê13;3198;2055;5253;447,82;447,08;458,12
13Ê-Ê14;3169;2083;5252;441,03;430,51;441,11
14Ê-Ê15;3123;2059;5182;446,33;432,75;447,82
15Ê-Ê16;3072;2041;5113;709,01;455,59;735,8
16Ê-Ê17;3145;2134;5279;1119;428,57;1492,28
17Ê-Ê18;3448;2368;5816;1492,05;575,58;1493,17
18Ê-Ê19;3314;2318;5632;1119,97;641,85;1491,53
19Ê-Ê20;3088;2170;5258;455,44;434,39;459,76
20Ê-Ê21;2913;2031;4944;373,65;351,04;373,8
21Ê-Ê22;2730;1904;4634;273,8;261,49;271,19
22Ê-Ê23;2516;1746;4262;235,96;213,43;226,56
23Ê-Ê00;2318;1604;3922;205,44;198,2;206,26
00Ê-Ê01;2192;1509;3701;193,57;178,72;204,25
01Ê-Ê02;2138;1448;3586;192,46;179,02;203,35
02Ê-Ê03;2114;1423;3537;184,62;178,28;195,07
03Ê-Ê04;2117;1423;3540;184,32;177,75;195,66
04Ê-Ê05;2163;1449;3612;193,65;177,75;201,04
05Ê-Ê06;2317;1562;3879;214,77;178,13;209,99
06Ê-Ê07;2717;1812;4529;240,29;199,32;229,99
07Ê-Ê08;3203;2054;5257;553,71;244,99;599,75
08Ê-Ê09;3343;2121;5464;709,08;379,24;895,71
09Ê-Ê10;3296;2180;5476;679,68;360,73;894,97
10Ê-Ê11;3270;2173;5443;404,16;282,82;418,19
11Ê-Ê12;3184;2142;5326;319,91;228,27;373,87
12Ê-Ê13;3054;2061;5115;282,15;214,54;321,55
13Ê-Ê14;2862;2023;4885;260,21;206,26;283,05
14Ê-Ê15;2775;1980;4755;232,01;193,65;243,5
15Ê-Ê16;2733;1959;4692;225,66;182,68;243,65
16Ê-Ê17;2835;2064;4899;236,33;182,75;278,2
17Ê-Ê18;3165;2298;5463;267,53;193,72;372,45
18Ê-Ê19;3040;2274;5314;224,17;182,6;231,26
19Ê-Ê20;2794;2118;4912;199,84;178,13;200,59
20Ê-Ê21;2580;1962;4542;186,41;171,49;185,44
21Ê-Ê22;2439;1848;4287;184,77;170,89;178,43
22Ê-Ê23;2276;1720;3996;176,93;169,02;169,02
23Ê-Ê00;2106;1604;3710;169,4;167,38;167,38
00Ê-Ê01;1964;1496;3460;166,17;163,71;163,71
01Ê-Ê02;1916;1411;3327;163,41;162,29;162,29
02Ê-Ê03;1879;1368;3247;162,14;161,47;161,47
03Ê-Ê04;1880;1358;3238;162,96;162,51;162,51
04Ê-Ê05;1920;1356;3276;164,6;163,78;163,78
05Ê-Ê06;1982;1386;3368;166,02;163,41;163,41
06Ê-Ê07;2117;1451;3568;162,44;160,13;160,13
07Ê-Ê08;2329;1590;3919;174,68;168,63;168,63
08Ê-Ê09;2530;1724;4254;181,47;174,75;174,75
09Ê-Ê10;2622;1840;4462;188,48;182,29;182,29
10Ê-Ê11;2661;1913;4574;194,67;191,24;191,24
11Ê-Ê12;2676;1935;4611;195,34;193,55;194,08
12Ê-Ê13;2577;1908;4485;194,15;193,11;193,11
13Ê-Ê14;2522;1867;4389;191,46;185,42;185,42
14Ê-Ê15;2466;1836;4302;185,2;182,88;182,88
15Ê-Ê16;2449;1832;4281;193,11;183,56;183,56
16Ê-Ê17;2552;1938;4490;205,12;194,23;194,9
17Ê-Ê18;2880;2133;5013;237,35;203,93;203,93
18Ê-Ê19;2810;2106;4916;213,1;197,73;197,73
19Ê-Ê20;2589;1941;4530;194,67;189,15;189,15
20Ê-Ê21;2402;1802;4204;184,6;183,03;183,03
21Ê-Ê22;2251;1708;3959;178,33;173,78;173,78
22Ê-Ê23;2108;1600;3708;171,69;168,18;168,18
23Ê-Ê00;1959;1475;3434;170,95;169,45;169,45
00Ê-Ê01;1849;1380;3229;163,32;162,5;162,5
01Ê-Ê02;1784;1313;3097;156,61;156,23;156,23
02Ê-Ê03;1752;1270;3022;154,89;154,52;154,52
03Ê-Ê04;1714;1257;2971;153,85;153,55;153,55
04Ê-Ê05;1730;1245;2975;154,52;154,29;154,29
05Ê-Ê06;1792;1268;3060;157,8;157,28;157,28
06Ê-Ê07;1924;1320;3244;156,23;155,93;155,93
07Ê-Ê08;2078;1437;3515;159,96;159,67;159,67
08Ê-Ê09;2238;1551;3789;164,14;164,29;164,29
09Ê-Ê10;2376;1691;4067;163,92;163,69;163,69
10Ê-Ê11;2442;1772;4214;168,92;167,35;167,35
11Ê-Ê12;2454;1796;4250;170,71;168,84;168,84
12Ê-Ê13;2411;1793;4204;169,59;167,65;167,65
13Ê-Ê14;2366;1790;4156;167,5;166,01;166,01
14Ê-Ê15;2382;1752;4134;167,42;165,63;165,63
15Ê-Ê16;2412;1772;4184;171,01;168,54;168,54
16Ê-Ê17;2555;1892;4447;185,33;178,54;178,54
17Ê-Ê18;2854;2096;4950;195,63;189,96;189,96
18Ê-Ê19;2775;2071;4846;195,48;189,14;189,14
19Ê-Ê20;2611;1922;4533;185,18;179,81;179,81
20Ê-Ê21;2442;1789;4231;174,51;171,53;171,53
21Ê-Ê22;2286;1673;3959;170,78;166,83;166,83
22Ê-Ê23;2157;1518;3675;168,17;163,92;163,92
23Ê-Ê00;2045;1379;3424;163,47;162,05;162,05
00Ê-Ê01;1881;1280;3161;149,15;149,74;149,74
01Ê-Ê02;1833;1233;3066;146,24;146,61;146,61
02Ê-Ê03;1807;1218;3025;146,46;146,83;146,83
03Ê-Ê04;1796;1213;3009;148,92;149,07;149,07
04Ê-Ê05;1853;1262;3115;157,65;151,68;151,68
05Ê-Ê06;2034;1354;3388;168,02;159,07;159,07
06Ê-Ê07;2504;1581;4085;196,45;177,35;177,35
07Ê-Ê08;2961;1898;4859;288,22;224,35;224,35
08Ê-Ê09;3090;1978;5068;311,8;252,78;252,78
09Ê-Ê10;3074;1994;5068;259,27;204,95;204,95
10Ê-Ê11;3111;2008;5119;258,97;250,17;250,17
11Ê-Ê12;3086;1999;5085;235,77;214,58;214,58
12Ê-Ê13;2983;1975;4958;205,18;186;186
13Ê-Ê14;3007;1949;4956;258,97;209,06;209,06
14Ê-Ê15;2949;1927;4876;206,37;187,12;187,12
15Ê-Ê16;2836;1903;4739;201;185,63;185,63
16Ê-Ê17;2856;1986;4842;204,06;189,21;189,21
17Ê-Ê18;3180;2195;5375;208,98;193,84;200,92
18Ê-Ê19;3069;2106;5175;191,67;182,2;182,2
19Ê-Ê20;2871;1972;4843;177,05;169,14;169,14
20Ê-Ê21;2613;1820;4433;166,68;163,77;163,77
21Ê-Ê22;2415;1670;4085;162,95;158,77;158,77
22Ê-Ê23;2153;1487;3640;145,94;144;144
23Ê-Ê00;1996;1357;3353;135,12;135,12;135,12
00Ê-Ê01;1946;1258;3204;126,69;126,54;126,54
01Ê-Ê02;1844;1211;3055;122,66;122,51;122,51
02Ê-Ê03;1817;1171;2988;118,78;118,63;118,63
03Ê-Ê04;1809;1162;2971;118,85;118,7;118,7
04Ê-Ê05;1832;1190;3022;123,4;122,51;122,51
05Ê-Ê06;1956;1289;3245;131,02;126,54;126,54
06Ê-Ê07;2409;1574;3983;138,92;134,6;134,6
07Ê-Ê08;2912;1893;4805;144,52;140,42;140,42
08Ê-Ê09;3020;1937;4957;147,58;144,52;144,52
09Ê-Ê10;3022;1976;4998;147,65;144,44;144,44
10Ê-Ê11;3048;1990;5038;146,09;144,52;144,52
11Ê-Ê12;3013;1921;4934;145,49;144,07;144,07
12Ê-Ê13;2930;1898;4828;146,09;142,88;142,88
13Ê-Ê14;2970;1894;4864;145,86;142,58;142,58
14Ê-Ê15;2928;1872;4800;146,09;142,65;142,65
15Ê-Ê16;2842;1859;4701;146,46;143,03;143,03
16Ê-Ê17;2898;1959;4857;148,77;145,12;145,12
17Ê-Ê18;3151;2148;5299;151,16;146,76;146,76
18Ê-Ê19;3010;2087;5097;148,03;144,37;144,37
19Ê-Ê20;2813;1993;4806;142,21;139,97;139,97
20Ê-Ê21;2607;1844;4451;138,48;137,66;137,66
21Ê-Ê22;2418;1699;4117;136,76;135,64;135,64
22Ê-Ê23;2236;1549;3785;130,94;149,82;130,19
23Ê-Ê00;2050;1414;3464;120,05;100,2;119,82
00Ê-Ê01;1930;1326;3256;110,49;81,84;109,82
01Ê-Ê02;1869;1304;3173;107,95;23,72;23,72
02Ê-Ê03;1824;1259;3083;103,55;0,37;0,37
03Ê-Ê04;1827;1220;3047;104,97;0,97;0,97
04Ê-Ê05;1882;1218;3100;108,92;65,8;65,8
05Ê-Ê06;1977;1320;3297;120,49;99,22;113,7
06Ê-Ê07;2400;1605;4005;130,33;129,29;125,26
07Ê-Ê08;2869;1894;4763;137,2;142,64;142,64
08Ê-Ê09;3013;1979;4992;138,32;133,99;133,99
09Ê-Ê10;2975;1989;4964;137,35;133,17;133,17
10Ê-Ê11;3055;2004;5059;135,93;133,47;133,47
11Ê-Ê12;3057;1982;5039;135,78;132,13;132,13
12Ê-Ê13;2965;1977;4942;136,15;131,23;131,23
13Ê-Ê14;2954;1972;4926;135,86;131,75;131,75
14Ê-Ê15;2885;1949;4834;135,78;131,75;131,75
15Ê-Ê16;2691;1924;4615;135,78;131,45;131,45
16Ê-Ê17;2668;2003;4671;137,72;133,02;133,02
17Ê-Ê18;2898;2200;5098;139,29;135,04;135,04
18Ê-Ê19;2685;2107;4792;137,8;133,47;133,47
19Ê-Ê20;2479;1958;4437;133,92;131,23;131,23
20Ê-Ê21;2298;1833;4131;129,81;128,99;128,99
21Ê-Ê22;2127;1694;3821;128,92;127,72;127,72
22Ê-Ê23;1930;1529;3459;122,73;121,9;121,9
23Ê-Ê00;1817;1370;3187;112,43;104,15;112,43
00Ê-Ê01;1649;1280;2929;112,97;108,2;108,2
01Ê-Ê02;1607;1231;2838;109,39;95,74;95,74
02Ê-Ê03;1604;1210;2814;106,86;96,11;96,11
03Ê-Ê04;1635;1211;2846;106,78;90,59;90,59
04Ê-Ê05;1667;1230;2897;111,56;98,5;107,01
05Ê-Ê06;1842;1340;3182;127,38;121,26;121,26
06Ê-Ê07;2234;1609;3843;131,18;128,05;128,05
07Ê-Ê08;2710;1888;4598;135,14;131,11;131,11
08Ê-Ê09;2824;1944;4768;140,81;133,5;133,5
09Ê-Ê10;2781;1955;4736;138,49;132,82;132,82
10Ê-Ê11;2738;1970;4708;134,24;132,67;132,67
11Ê-Ê12;2748;1946;4694;133,12;131,78;131,78
12Ê-Ê13;2656;1925;4581;133,57;130,96;130,96
13Ê-Ê14;2678;1919;4597;133,57;131,11;131,11
14Ê-Ê15;2624;1890;4514;133,35;130,73;130,73
15Ê-Ê16;2710;1857;4567;133,87;131,26;131,26
16Ê-Ê17;2813;1911;4724;136,41;132,45;132,45
17Ê-Ê18;3127;2159;5286;141,85;135,66;135,66
18Ê-Ê19;3023;2101;5124;138,49;133,27;133,27
19Ê-Ê20;2828;1960;4788;132,6;130,88;130,88
20Ê-Ê21;2631;1829;4460;128,64;128,42;128,42
21Ê-Ê22;2462;1695;4157;128,5;127,38;127,38
22Ê-Ê23;2265;1527;3792;125,14;123,12;123,12
23Ê-Ê00;2046;1387;3433;119,84;119,54;119,54
00Ê-Ê01;1947;1295;3242;121,4;119,83;119,83
01Ê-Ê02;1894;1231;3125;117,82;116,47;116,47
02Ê-Ê03;1890;1218;3108;115,95;114,53;114,53
03Ê-Ê04;1890;1220;3110;117,07;115,65;115,65
04Ê-Ê05;1914;1231;3145;121,62;116,55;116,55
05Ê-Ê06;2054;1338;3392;128,79;121,7;121,7
06Ê-Ê07;2483;1606;4089;132,29;126,7;126,7
07Ê-Ê08;2907;1897;4804;137,07;130,73;130,73
08Ê-Ê09;2966;1958;4924;139,9;132,74;132,74
09Ê-Ê10;2936;1987;4923;138,11;131,7;131,7
10Ê-Ê11;3067;2019;5086;134,01;130,58;130,58
11Ê-Ê12;3014;2000;5014;132,07;129,08;129,08
12Ê-Ê13;2883;1992;4875;131,1;127,14;127,14
13Ê-Ê14;2805;1972;4777;129,23;124,76;124,76
14Ê-Ê15;2653;1956;4609;127,59;123,19;123,19
15Ê-Ê16;2497;1903;4400;126,7;120,88;120,88
16Ê-Ê17;2538;1974;4512;127,37;122,07;122,07
17Ê-Ê18;2806;2108;4914;128,79;124,91;124,91
18Ê-Ê19;2728;2063;4791;128,19;124,01;124,01
19Ê-Ê20;2526;1911;4437;122,67;120,43;120,43
20Ê-Ê21;2328;1745;4073;114,98;114,91;114,91
21Ê-Ê22;2223;1634;3857;114,01;113,41;113,41
22Ê-Ê23;2098;1521;3619;110,58;108,94;108,94
23Ê-Ê00;1891;1423;3314;97,67;76,78;76,78
00Ê-Ê01;1775;1313;3088;106,11;105,07;105,07
01Ê-Ê02;1693;1256;2949;102,01;62,68;65,82
02Ê-Ê03;1650;1205;2855;97,08;5,9;36,56
03Ê-Ê04;1659;1199;2858;87,31;0;35
04Ê-Ê05;1700;1208;2908;79,77;-0,15;36,71
05Ê-Ê06;1734;1246;2980;87,38;-0,3;77,9
06Ê-Ê07;1870;1317;3187;102,31;-22,16;101,71
07Ê-Ê08;2065;1423;3488;106,33;63,5;100,89
08Ê-Ê09;2265;1512;3777;109,17;92,68;106,63
09Ê-Ê10;2331;1307;3638;111,71;102,83;110,74
10Ê-Ê11;2432;1416;3848;114,24;113,35;113,35
11Ê-Ê12;2365;1445;3810;114,84;112,01;114,54
12Ê-Ê13;2326;1629;3955;114,39;106,48;113,5
13Ê-Ê14;2261;1685;3946;112,6;108,95;112,16
14Ê-Ê15;2234;1644;3878;112,3;106,56;112,08
15Ê-Ê16;2246;1655;3901;114,69;114,69;114,69
16Ê-Ê17;2315;1715;4030;123,12;119,62;123,2
17Ê-Ê18;2620;1941;4561;131,86;135,81;135,81
18Ê-Ê19;2588;1924;4512;131,11;131,11;131,11
19Ê-Ê20;2402;1806;4208;128,27;128,27;128,27
20Ê-Ê21;2227;1688;3915;125,29;125,29;125,29
21Ê-Ê22;2075;1573;3648;120,96;120,96;120,96
22Ê-Ê23;1974;1518;3492;115,59;115,59;115,59
23Ê-Ê00;1867;1444;3311;110,22;89,55;110,29
00Ê-Ê01;1758;1365;3123;115,59;62,9;115,36
01Ê-Ê02;1718;1313;3031;114,02;22,68;22,68
02Ê-Ê03;1668;1278;2946;113,12;37,98;37,98
03Ê-Ê04;1662;1300;2962;112,83;6,34;6,34
04Ê-Ê05;1653;1308;2961;111,63;-2,01;-2,01
05Ê-Ê06;1718;1319;3037;113,5;0,22;15,82
06Ê-Ê07;1805;1323;3128;116,33;0,6;117,38
07Ê-Ê08;1997;1431;3428;117,97;45,07;117,6
08Ê-Ê09;2112;1527;3639;118,42;62,16;117,38
09Ê-Ê10;2272;1643;3915;120,96;79,02;119,54
10Ê-Ê11;2299;1690;3989;123,27;88,87;121,26
11Ê-Ê12;2308;1707;4015;124,09;109,54;122,75
12Ê-Ê13;2313;1706;4019;123,72;120,74;122,53
13Ê-Ê14;2301;1714;4015;122,6;93,28;121,41
14Ê-Ê15;2272;1702;3974;122,08;104,17;120,66
15Ê-Ê16;2308;1689;3997;124,47;106,93;122,45
16Ê-Ê17;2384;1768;4152;130,21;119,99;128,57
17Ê-Ê18;2746;2023;4769;139,02;159,99;151,48
18Ê-Ê19;2722;2037;4759;140,73;137,82;137,82
19Ê-Ê20;2550;1906;4456;139,09;136,93;136,93
20Ê-Ê21;2352;1761;4113;134,84;134,54;134,54
21Ê-Ê22;2200;1640;3840;132,3;131,41;131,41
22Ê-Ê23;2050;1504;3554;131,18;130,44;130,44
23Ê-Ê00;1896;1378;3274;122,9;122,75;122,75
00Ê-Ê01;1812;1315;3127;121,63;121,71;121,71
01Ê-Ê02;1814;1261;3075;115,14;115,14;115,14
02Ê-Ê03;1804;1235;3039;116,33;116,18;116,18
03Ê-Ê04;1830;1244;3074;117,68;117,45;117,45
04Ê-Ê05;1901;1271;3172;123,87;103,5;121,48
05Ê-Ê06;2058;1365;3423;134,02;106,41;130,44
06Ê-Ê07;2472;1635;4107;148,94;177,45;154,54
07Ê-Ê08;2944;1931;4875;227,89;196,25;196,25
08Ê-Ê09;3073;1991;5064;238,56;261,92;261,92
09Ê-Ê10;3079;2011;5090;197,15;158,49;158,49
10Ê-Ê11;3104;2048;5152;150,81;147,08;147,08
11Ê-Ê12;3114;2057;5171;142,6;141,03;141,03
12Ê-Ê13;2975;2044;5019;141,26;138,72;138,72
13Ê-Ê14;3048;2029;5077;141,26;137,23;137,23
14Ê-Ê15;2972;2010;4982;139,61;135,58;135,58
15Ê-Ê16;2826;1995;4821;137,45;134,09;134,09
16Ê-Ê17;2811;2046;4857;139,76;134,99;134,99
17Ê-Ê18;3085;2228;5313;142,3;137,6;137,6
18Ê-Ê19;2970;2167;5137;140,81;135,21;135,21
19Ê-Ê20;2769;2027;4796;134,61;132,6;132,6
20Ê-Ê21;2567;1855;4422;130,36;129,47;129,47
21Ê-Ê22;2343;1720;4063;125,29;109,17;123,27
22Ê-Ê23;2194;1558;3752;120,96;105,66;119,47
23Ê-Ê00;2026;1420;3446;114,99;62,98;114,54
00Ê-Ê01;1910;1349;3259;113,8;30,3;30,3
01Ê-Ê02;1835;1352;3187;108,5;2,24;2,24
02Ê-Ê03;1781;1335;3116;99,62;-19,85;-0,15
03Ê-Ê04;1829;1292;3121;97,98;-14,33;16,04
04Ê-Ê05;1896;1308;3204;108,72;0,67;108,27
05Ê-Ê06;2051;1405;3456;120,51;71,04;115,36
06Ê-Ê07;2350;1651;4001;126,93;117;123,42
07Ê-Ê08;2837;1923;4760;139,24;141,63;135,21
08Ê-Ê09;2957;1992;4949;140,66;136,78;136,78
09Ê-Ê10;2937;2014;4951;139,61;135,66;135,66
10Ê-Ê11;2975;2025;5000;137,75;134,99;134,99
11Ê-Ê12;2937;2028;4965;137,15;134,24;134,24
12Ê-Ê13;2860;2011;4871;135,73;132,97;132,97
13Ê-Ê14;2872;2002;4874;137;133,2;133,2
14Ê-Ê15;2802;1979;4781;136,63;132,75;132,75
15Ê-Ê16;2684;1971;4655;138,05;133,57;133,57
16Ê-Ê17;2677;2014;4691;141,18;136,26;136,26
17Ê-Ê18;2978;2218;5196;145,51;138,87;138,87
18Ê-Ê19;2862;2181;5043;143,64;137,82;137,82
19Ê-Ê20;2661;2041;4702;136,85;133,79;133,79
20Ê-Ê21;2480;1891;4371;132,08;130,81;130,81
21Ê-Ê22;2323;1757;4080;128,2;126,48;126,48
22Ê-Ê23;2152;1592;3744;121,33;105,81;111,48
23Ê-Ê00;1952;1437;3389;117,08;71,11;71,11
00Ê-Ê01;1835;1353;3188;119,7;102,61;102,61
01Ê-Ê02;1787;1290;3077;117,09;86,42;86,42
02Ê-Ê03;1759;1280;3039;116,79;60,37;60,37
03Ê-Ê04;1778;1276;3054;117,24;51,72;51,72
04Ê-Ê05;1831;1312;3143;120,22;67,46;67,46
05Ê-Ê06;1995;1410;3405;127,91;102,53;122,61
06Ê-Ê07;2428;1677;4105;136,41;149,18;130
07Ê-Ê08;2896;1946;4842;149,7;140,07;140,07
08Ê-Ê09;2993;2021;5014;155;144,03;144,03
09Ê-Ê10;2998;2034;5032;153,5;143,21;143,21
10Ê-Ê11;2995;2060;5055;150,15;142,31;142,31
11Ê-Ê12;2944;2038;4982;147,61;141,12;141,12
12Ê-Ê13;2882;2011;4893;142,16;139,1;139,1
13Ê-Ê14;2881;1979;4860;144,62;138,8;138,8
14Ê-Ê15;2759;1949;4708;143,21;138,21;138,21
15Ê-Ê16;2693;1906;4599;141,49;137,01;137,01
16Ê-Ê17;2702;1957;4659;146,79;138,73;138,73
17Ê-Ê18;3002;2204;5206;152,46;141,94;141,94
18Ê-Ê19;2953;2174;5127;149,62;140,67;140,67
19Ê-Ê20;2738;2052;4790;141,12;137,76;137,76
20Ê-Ê21;2562;1903;4465;135,59;134,33;134,33
21Ê-Ê22;2374;1771;4145;132,61;130,67;130,67
22Ê-Ê23;2188;1617;3805;128,13;127,46;127,46
23Ê-Ê00;2013;1469;3482;123,95;123,95;123,95
00Ê-Ê01;1890;1380;3270;124,98;125,06;125,06
01Ê-Ê02;1850;1312;3162;122,07;122,22;122,22
02Ê-Ê03;1831;1278;3109;119,24;119,31;119,31
03Ê-Ê04;1897;1292;3189;113,94;114,09;114,09
04Ê-Ê05;1956;1336;3292;118,12;103,94;115,8
05Ê-Ê06;2088;1411;3499;129,61;126,92;125,35
06Ê-Ê07;2523;1712;4235;137,59;133,79;133,79
07Ê-Ê08;2933;1975;4908;151,32;149,83;149,83
08Ê-Ê09;3021;2005;5026;155,57;147,07;147,07
09Ê-Ê10;2961;2014;4975;153,19;145,87;145,87
10Ê-Ê11;2983;2020;5003;149,08;145,5;145,5
11Ê-Ê12;2869;1998;4867;146,4;142,07;142,07
12Ê-Ê13;2783;1977;4760;142,22;139,76;139,76
13Ê-Ê14;2788;1969;4757;142,82;138,71;138,71
14Ê-Ê15;2769;1920;4689;142,37;138,34;138,34
15Ê-Ê16;2669;1892;4561;143,86;138,93;138,93
16Ê-Ê17;2710;1931;4641;147,81;141,32;141,32
17Ê-Ê18;3047;2154;5201;156,32;149,16;149,16
18Ê-Ê19;3000;2158;5158;155,57;149,01;149,01
19Ê-Ê20;2802;1984;4786;148,11;144,76;144,76
20Ê-Ê21;2635;1857;4492;141,4;140,8;140,8
21Ê-Ê22;2500;1728;4228;139,01;137,74;137,74
22Ê-Ê23;2281;1582;3863;134,91;134,46;134,46
23Ê-Ê00;2056;1443;3499;130,88;130,88;130,88
00Ê-Ê01;1946;1348;3294;132,31;132,31;132,31
01Ê-Ê02;1898;1283;3181;131,34;131,34;131,34
02Ê-Ê03;1884;1255;3139;131,12;131,19;131,19
03Ê-Ê04;1871;1259;3130;133,13;133,13;133,13
04Ê-Ê05;1937;1271;3208;136,34;135,22;135,22
05Ê-Ê06;2121;1379;3500;142,01;137,54;137,54
06Ê-Ê07;2549;1632;4181;153,73;145,07;145,07
07Ê-Ê08;3006;1909;4915;262,68;188,88;188,88
08Ê-Ê09;3075;1965;5040;291,19;272,31;272,31
09Ê-Ê10;3074;1991;5065;286,27;225,37;225,37
10Ê-Ê11;3137;2019;5156;208,51;190,37;190,37
11Ê-Ê12;3080;2000;5080;180,52;155,97;155,97
12Ê-Ê13;2951;1960;4911;162,91;152,01;152,01
13Ê-Ê14;2860;1949;4809;158,95;148,36;148,36
14Ê-Ê15;2739;1924;4663;155,67;147,31;147,31
15Ê-Ê16;2662;1897;4559;156,42;147,01;147,01
16Ê-Ê17;2690;1950;4640;169,92;148,36;148,36
17Ê-Ê18;2954;2149;5103;229,7;157,09;157,09
18Ê-Ê19;2854;2120;4974;190,82;152,31;152,31
19Ê-Ê20;2616;1958;4574;153,58;147,09;147,09
20Ê-Ê21;2435;1792;4227;145,67;142,68;142,68
21Ê-Ê22;2318;1676;3994;141,49;137,39;137,39
22Ê-Ê23;2131;1546;3677;136,04;133,51;133,51
23Ê-Ê00;1945;1428;3373;131,04;129,48;129,48
00Ê-Ê01;1760;1331;3091;127,68;74,4;127
01Ê-Ê02;1686;1250;2936;121,18;116,04;120,81
02Ê-Ê03;1636;1230;2866;119,69;119,47;119,47
03Ê-Ê04;1667;1207;2874;112,01;106,93;111,19
04Ê-Ê05;1680;1202;2882;109,17;102,83;107,9
05Ê-Ê06;1740;1227;2967;111,48;104,32;108,42
06Ê-Ê07;1858;1299;3157;115,51;112,3;112,6
07Ê-Ê08;2051;1431;3482;121,93;119,99;119,99
08Ê-Ê09;2271;1522;3793;123,57;121,78;121,78
09Ê-Ê10;2414;1651;4065;125,89;123,72;123,72
10Ê-Ê11;2418;1730;4148;126,86;124,92;124,92
11Ê-Ê12;2393;1755;4148;125,06;123,12;123,12
12Ê-Ê13;2364;1741;4105;121,78;120,07;120,07
13Ê-Ê14;2361;1733;4094;118,13;115,51;115,51
14Ê-Ê15;2310;1692;4002;116,63;114,69;114,69
15Ê-Ê16;2313;1664;3977;119,54;114,1;115,96
16Ê-Ê17;2355;1729;4084;125,89;125,74;123,87
17Ê-Ê18;2607;1952;4559;135,29;133,8;133,8
18Ê-Ê19;2554;1979;4533;134,77;132,9;132,9
19Ê-Ê20;2336;1807;4143;129,77;128,27;128,27
20Ê-Ê21;2192;1661;3853;120,66;119,92;119,92
21Ê-Ê22;2098;1580;3678;118,95;94,84;115,96
22Ê-Ê23;1944;1467;3411;115,44;112,23;114,24
23Ê-Ê00;1807;1369;3176;111,48;87,61;110,51
00Ê-Ê01;1699;1287;2986;108,72;37,39;107,98
01Ê-Ê02;1617;1214;2831;105,22;44,62;103,42
02Ê-Ê03;1596;1172;2768;104,17;41,94;101,48
03Ê-Ê04;1603;1162;2765;101,93;22,76;99,17
04Ê-Ê05;1626;1159;2785;99,62;6,94;96,41
05Ê-Ê06;1653;1190;2843;100,07;0,6;98,95
06Ê-Ê07;1755;1255;3010;101,56;0,37;101,48
07Ê-Ê08;1934;1351;3285;108,13;8,43;108,05
