Hours;DK1;DK2;DK;SYS;DK1;DK2
13Ê-Ê14;1809;1404;3213;184,61;168,25;225,15
14Ê-Ê15;1731;1369;3100;182,53;167,2;221,35
15Ê-Ê16;1679;1346;3025;182,01;165,2;214,58
16Ê-Ê17;1682;1353;3035;183,2;173,75;215,77
17Ê-Ê18;1779;1390;3169;187,06;182,75;218,3
18Ê-Ê19;1776;1357;3133;192,12;183,42;228,79
19Ê-Ê20;1678;1281;2959;192,86;183,27;231,76
20Ê-Ê21;1621;1213;2834;191,3;183,12;227,67
21Ê-Ê22;1572;1185;2757;191,15;182,82;227,08
22Ê-Ê23;1536;1167;2703;193,98;183,86;228,34
23Ê-Ê00;1477;1124;2601;186,77;182,82;207,89
00Ê-Ê01;1358;1057;2415;178,91;182,48;182,48
01Ê-Ê02;1278;1010;2288;163,88;156,51;163,88
02Ê-Ê03;1245;977;2222;159,42;156,44;159,42
03Ê-Ê04;1235;932;2167;150,04;150,04;150,04
04Ê-Ê05;1217;919;2136;145,58;145,58;145,58
05Ê-Ê06;1203;898;2101;144,31;144,31;144,31
06Ê-Ê07;1271;950;2221;146,17;144,84;144,84
07Ê-Ê08;1403;1070;2473;159,64;159,79;159,79
08Ê-Ê09;1559;1178;2737;169,61;162,39;194,3
09Ê-Ê10;1672;1254;2926;179,2;166,04;202,64
10Ê-Ê11;1753;1301;3054;186,2;174,67;210,37
11Ê-Ê12;1781;1335;3116;187,01;177,79;213,57
12Ê-Ê13;1753;1337;3090;186,94;179,05;211,12
13Ê-Ê14;1717;1339;3056;183,89;166,93;213,05
14Ê-Ê15;1693;1318;3011;184,71;171,39;210,97
15Ê-Ê16;1696;1307;3003;181,21;164,62;208,96
16Ê-Ê17;1729;1319;3048;181,73;165,52;209,55
17Ê-Ê18;1855;1359;3214;186,05;174,74;212,31
18Ê-Ê19;1905;1405;3310;188,65;166,63;215,73
19Ê-Ê20;1803;1357;3160;190,81;203,6;215,43
20Ê-Ê21;1713;1269;2982;190,88;208,81;213,94
21Ê-Ê22;1625;1222;2847;193,78;223,84;223,84
22Ê-Ê23;1595;1171;2766;195,42;227,41;227,41
23Ê-Ê00;1499;1105;2604;190,21;215,73;215,73
00Ê-Ê01;1406;1009;2415;184,63;193,63;193,63
01Ê-Ê02;1344;1004;2348;175,78;178,91;178,91
02Ê-Ê03;1323;991;2314;171,24;173,4;173,4
03Ê-Ê04;1312;988;2300;169,01;167,97;172,06
04Ê-Ê05;1343;986;2329;170,65;170,57;171,24
05Ê-Ê06;1382;1001;2383;176,97;177,12;181,51
06Ê-Ê07;1601;1081;2682;194,97;214,39;219,67
07Ê-Ê08;1886;1259;3145;205,98;240,87;240,87
08Ê-Ê09;2098;1385;3483;214,76;256,94;256,94
09Ê-Ê10;2209;1460;3669;213,27;245,33;245,33
10Ê-Ê11;2246;1524;3770;207,77;237,82;237,82
11Ê-Ê12;2222;1531;3753;206,65;224,8;236,78
12Ê-Ê13;2175;1525;3700;204,05;202,11;236,41
13Ê-Ê14;2171;1518;3689;203,38;207,69;236,56
14Ê-Ê15;2122;1490;3612;202,26;196,39;234,4
15Ê-Ê16;2033;1474;3507;200,63;197,21;230,31
16Ê-Ê17;2001;1470;3471;196,83;199,06;224,73
17Ê-Ê18;2126;1490;3616;201;229,12;229,12
18Ê-Ê19;2112;1488;3600;208,44;239,16;239,16
19Ê-Ê20;1981;1418;3399;208,21;241,32;241,32
20Ê-Ê21;1893;1332;3225;209,7;240,05;240,05
21Ê-Ê22;1820;1274;3094;208,59;241,02;241,02
22Ê-Ê23;1769;1219;2988;203,45;240,28;240,28
23Ê-Ê00;1628;1118;2746;192,67;226,51;226,51
00Ê-Ê01;1497;1056;2553;186,58;205,26;205,26
01Ê-Ê02;1432;981;2413;185,54;201,54;201,54
02Ê-Ê03;1391;958;2349;183,53;196,48;196,48
03Ê-Ê04;1382;960;2342;180,41;192,61;192,61
04Ê-Ê05;1407;970;2377;178,55;190,53;190,53
05Ê-Ê06;1449;1019;2468;180,71;194,47;194,47
06Ê-Ê07;1664;1096;2760;205,63;230,62;230,62
07Ê-Ê08;1959;1261;3220;219,24;256,51;256,51
08Ê-Ê09;2140;1387;3527;223,93;284,11;284,11
09Ê-Ê10;2205;1476;3681;223,71;265,59;265,59
10Ê-Ê11;2269;1560;3829;221,18;245,43;245,43
11Ê-Ê12;2293;1531;3824;219,99;244,83;244,83
12Ê-Ê13;2260;1505;3765;212,32;233,45;239,18
13Ê-Ê14;2271;1520;3791;210,39;229,95;236,87
14Ê-Ê15;2214;1523;3737;208,98;223,78;236,58
15Ê-Ê16;2131;1471;3602;210,09;232,71;238,44
16Ê-Ê17;2078;1432;3510;211,73;241,04;241,04
17Ê-Ê18;2176;1450;3626;219,91;262,24;262,24
18Ê-Ê19;2157;1437;3594;223,33;278,68;282,78
19Ê-Ê20;2045;1369;3414;222,59;260,98;274
20Ê-Ê21;1940;1302;3242;220,58;252,05;260,9
21Ê-Ê22;1855;1244;3099;220,66;255,99;255,99
22Ê-Ê23;1815;1200;3015;210,54;237,39;237,39
23Ê-Ê00;1682;1143;2825;191,05;207,64;215,15
00Ê-Ê01;1567;1044;2611;185,83;208,37;208,37
01Ê-Ê02;1499;1001;2500;183,37;195,79;195,79
02Ê-Ê03;1458;994;2452;179,8;186,72;191,33
03Ê-Ê04;1454;1000;2454;178,16;184,41;188,95
04Ê-Ê05;1467;991;2458;177,94;184,71;187,91
05Ê-Ê06;1503;1020;2523;182,03;192,3;197,06
06Ê-Ê07;1706;1119;2825;195,87;218,33;221,83
07Ê-Ê08;1983;1276;3259;210,9;243,33;243,33
08Ê-Ê09;2177;1418;3595;220,94;266,69;267,13
09Ê-Ê10;2266;1490;3756;219,15;252,85;252,85
10Ê-Ê11;2309;1538;3847;215,81;240,95;241,77
11Ê-Ê12;2310;1566;3876;213,13;233,81;239,61
12Ê-Ê13;2267;1558;3825;207,18;208,44;235,67
13Ê-Ê14;2258;1566;3824;207,85;198,1;236,86
14Ê-Ê15;2211;1536;3747;206,28;192,89;236,41
15Ê-Ê16;2114;1505;3619;203,38;196,61;235,3
16Ê-Ê17;2061;1471;3532;201,08;208,89;232,02
17Ê-Ê18;2115;1450;3565;207,18;235,52;236,41
18Ê-Ê19;2073;1432;3505;213,42;242,29;242,29
19Ê-Ê20;1977;1370;3347;214,62;246,68;250,32
20Ê-Ê21;1870;1300;3170;211,57;238,12;239,39
21Ê-Ê22;1788;1259;3047;201,37;232,1;232,1
22Ê-Ê23;1768;1253;3021;192,97;215,28;220,94
23Ê-Ê00;1626;1184;2810;190,51;183,3;216,1
00Ê-Ê01;1498;1063;2561;182,81;181,18;194,49
01Ê-Ê02;1424;995;2419;181,03;178,13;194,49
02Ê-Ê03;1372;969;2341;179,1;177,16;191,74
03Ê-Ê04;1383;955;2338;179,17;178,87;189,81
04Ê-Ê05;1405;949;2354;179,99;179,47;189,43
05Ê-Ê06;1441;989;2430;182,44;178,28;200,07
06Ê-Ê07;1633;1118;2751;201,56;181,18;225,8
07Ê-Ê08;1894;1262;3156;207,36;205,72;240,98
08Ê-Ê09;2101;1408;3509;213,75;238,89;245,14
09Ê-Ê10;2180;1505;3685;217,92;248,56;248,56
10Ê-Ê11;2251;1541;3792;219,33;248,19;268,72
11Ê-Ê12;2257;1534;3791;220,15;252,73;252,73
12Ê-Ê13;2232;1521;3753;219,03;252,43;252,43
13Ê-Ê14;2252;1514;3766;217,62;248,56;248,56
14Ê-Ê15;2225;1494;3719;215,09;244,99;244,99
15Ê-Ê16;2115;1464;3579;213,9;243,06;243,06
16Ê-Ê17;2099;1432;3531;213,38;241,79;241,79
17Ê-Ê18;2162;1463;3625;217,25;249,45;249,45
18Ê-Ê19;2123;1431;3554;215,24;246,55;246,55
19Ê-Ê20;2013;1365;3378;212,64;244,1;244,1
20Ê-Ê21;1911;1308;3219;212,27;241,35;241,35
21Ê-Ê22;1838;1245;3083;214,8;244,25;244,25
22Ê-Ê23;1814;1223;3037;208,32;238,97;238,97
23Ê-Ê00;1678;1134;2812;202,08;229,6;229,6
00Ê-Ê01;1545;1033;2578;189,8;217,62;217,62
01Ê-Ê02;1471;972;2443;187,05;202,6;202,6
02Ê-Ê03;1439;935;2374;186,83;201,56;201,56
03Ê-Ê04;1432;935;2367;186,09;197,54;197,54
04Ê-Ê05;1450;934;2384;185,94;197,09;197,09
05Ê-Ê06;1483;970;2453;187,42;208,7;208,7
06Ê-Ê07;1693;1099;2792;204,61;234,88;234,88
07Ê-Ê08;1967;1273;3240;209,37;252,06;252,06
08Ê-Ê09;2168;1410;3578;215,76;267,16;267,16
09Ê-Ê10;2262;1493;3755;217,03;267,75;267,75
10Ê-Ê11;2297;1538;3835;217,03;261,5;261,5
11Ê-Ê12;2280;1558;3838;214,42;255,92;255,92
12Ê-Ê13;2211;1544;3755;208,32;239,12;239,12
13Ê-Ê14;2177;1555;3732;203,79;228,93;228,93
14Ê-Ê15;2099;1523;3622;202,52;228,18;228,18
15Ê-Ê16;2039;1456;3495;203,79;231,98;231,98
16Ê-Ê17;2029;1427;3456;204,08;235,17;235,17
17Ê-Ê18;2102;1436;3538;206,76;241,57;241,57
18Ê-Ê19;2093;1420;3513;208,25;251,24;251,24
19Ê-Ê20;1977;1358;3335;206,91;247,67;247,67
20Ê-Ê21;1870;1282;3152;204,83;239,19;239,19
21Ê-Ê22;1814;1243;3057;201,85;234,28;234,28
22Ê-Ê23;1793;1227;3020;201,11;232,05;232,05
23Ê-Ê00;1653;1157;2810;193,08;215,69;215,69
00Ê-Ê01;1539;1045;2584;195,67;230,93;230,93
01Ê-Ê02;1463;990;2453;193,29;224,98;224,98
02Ê-Ê03;1430;972;2402;190,53;216,5;216,5
03Ê-Ê04;1421;962;2383;187,33;201,02;201,02
04Ê-Ê05;1425;952;2377;185,03;191,72;191,72
05Ê-Ê06;1390;943;2333;183,09;190,83;190,83
06Ê-Ê07;1448;1002;2450;186,29;195,07;195,07
07Ê-Ê08;1601;1090;2691;191,28;225,57;225,57
08Ê-Ê09;1763;1187;2950;195;237,78;237,78
09Ê-Ê10;1860;1274;3134;201,32;242,02;242,02
10Ê-Ê11;1903;1349;3252;201,17;240,01;240,01
11Ê-Ê12;1887;1376;3263;199,61;237,85;237,85
12Ê-Ê13;1875;1366;3241;193,88;215,9;225,5
13Ê-Ê14;1833;1363;3196;191,43;187,85;223,34
14Ê-Ê15;1799;1341;3140;188,82;182,42;222,23
15Ê-Ê16;1763;1323;3086;189,64;185,77;220,74
16Ê-Ê17;1776;1311;3087;191,87;206,23;221,56
17Ê-Ê18;1881;1333;3214;195,89;227,43;227,43
18Ê-Ê19;1909;1305;3214;200,43;237,03;237,03
19Ê-Ê20;1830;1263;3093;205,26;244,1;244,1
20Ê-Ê21;1743;1218;2961;203,18;237,18;237,18
21Ê-Ê22;1674;1188;2862;200,8;235,1;235,1
22Ê-Ê23;1680;1186;2866;200,5;233,39;233,39
23Ê-Ê00;1572;1114;2686;193,66;216,27;216,35
00Ê-Ê01;1458;1050;2508;194,93;224,02;224,02
01Ê-Ê02;1370;1006;2376;191,95;209,14;209,14
02Ê-Ê03;1326;973;2299;186,22;193,37;193,37
03Ê-Ê04;1320;981;2301;183,02;185,48;189,2
04Ê-Ê05;1314;977;2291;178,26;180,42;184,81
05Ê-Ê06;1297;956;2253;175,96;178,41;182,8
06Ê-Ê07;1356;1007;2363;177,82;177,96;186,52
07Ê-Ê08;1492;1096;2588;185,78;184,44;198,28
08Ê-Ê09;1663;1207;2870;191,13;190,98;217,1
09Ê-Ê10;1770;1291;3061;190,69;193,07;226,62
10Ê-Ê11;1807;1354;3161;190,98;185,03;231,16
11Ê-Ê12;1801;1373;3174;191,51;186,97;231,98
12Ê-Ê13;1783;1365;3148;190,69;186,45;230,57
13Ê-Ê14;1763;1352;3115;187,64;180,79;227,89
14Ê-Ê15;1733;1324;3057;185,33;178,26;222,83
15Ê-Ê16;1720;1319;3039;184,14;175,66;218,44
16Ê-Ê17;1748;1331;3079;186;184,21;216,88
17Ê-Ê18;1864;1354;3218;190,98;196,56;221,64
18Ê-Ê19;1900;1345;3245;194,7;222,53;227,96
19Ê-Ê20;1851;1305;3156;200,73;236,74;236,74
20Ê-Ê21;1775;1262;3037;202,74;239,27;239,27
21Ê-Ê22;1717;1237;2954;204,75;241,2;241,2
22Ê-Ê23;1711;1228;2939;206,31;238,9;238,9
23Ê-Ê00;1585;1139;2724;199,54;230,64;230,64
00Ê-Ê01;1482;1053;2535;191,8;216,36;216,36
01Ê-Ê02;1403;990;2393;188,08;203,26;203,26
02Ê-Ê03;1368;962;2330;185,55;195,82;195,82
03Ê-Ê04;1379;962;2341;185,4;192,92;192,92
04Ê-Ê05;1382;960;2342;185,63;192,84;192,84
05Ê-Ê06;1427;996;2423;187,04;206,83;206,83
06Ê-Ê07;1629;1132;2761;207,87;237,11;237,11
07Ê-Ê08;1915;1306;3221;214,35;245;245
08Ê-Ê09;2140;1441;3581;217,77;254,6;254,6
09Ê-Ê10;2263;1519;3782;222,01;259,73;275,5
10Ê-Ê11;2327;1546;3873;222,9;258,99;264,86
11Ê-Ê12;2319;1572;3891;222,98;256,31;261,81
12Ê-Ê13;2274;1565;3839;218,51;247,6;247,6
13Ê-Ê14;2256;1570;3826;216,58;245,15;245,15
14Ê-Ê15;2218;1558;3776;211,74;240,68;240,68
15Ê-Ê16;2142;1494;3636;213,08;242,54;242,54
16Ê-Ê17;2110;1477;3587;210,33;241,95;241,95
17Ê-Ê18;2216;1509;3725;213,68;247,83;255,49
18Ê-Ê19;2217;1501;3718;214,35;249,46;261,29
19Ê-Ê20;2063;1412;3475;212,86;247,16;247,16
20Ê-Ê21;1948;1329;3277;210,11;246,86;246,86
21Ê-Ê22;1871;1301;3172;208,77;246,64;246,64
22Ê-Ê23;1835;1280;3115;208,02;242,17;242,17
23Ê-Ê00;1684;1174;2858;195,67;226,18;226,18
00Ê-Ê01;1541;1082;2623;186,97;208,17;208,17
01Ê-Ê02;1455;1025;2480;186,3;204,6;204,6
02Ê-Ê03;1428;1004;2432;183,4;196,27;196,27
03Ê-Ê04;1412;1007;2419;179,38;192,55;192,55
04Ê-Ê05;1431;1007;2438;179,3;192,77;192,77
05Ê-Ê06;1463;1020;2483;183,62;197,38;197,38
06Ê-Ê07;1652;1145;2797;194,11;230,42;230,42
07Ê-Ê08;1912;1307;3219;209,96;239,57;239,57
08Ê-Ê09;2086;1429;3515;213,16;240,98;242,54
09Ê-Ê10;2172;1497;3669;216,43;249,39;271,93
10Ê-Ê11;2212;1524;3736;217,1;251,47;264,72
11Ê-Ê12;2222;1516;3738;216,13;240,83;268,73
12Ê-Ê13;2191;1503;3694;211,59;240,61;240,61
13Ê-Ê14;2174;1517;3691;209,73;239,27;239,27
14Ê-Ê15;2122;1492;3614;208,47;235,18;236,59
15Ê-Ê16;2039;1467;3506;208,39;222,98;239,05
16Ê-Ê17;2026;1466;3492;206,01;237,04;237,04
17Ê-Ê18;2112;1462;3574;209,88;245,59;245,59
18Ê-Ê19;2080;1441;3521;212,86;250,06;250,06
19Ê-Ê20;1973;1371;3344;212,04;249,69;249,69
20Ê-Ê21;1884;1314;3198;209,96;249,46;249,46
21Ê-Ê22;1820;1269;3089;209,51;254,52;254,52
22Ê-Ê23;1813;1244;3057;204,67;245;245
23Ê-Ê00;1671;1136;2807;191,8;224,69;224,69
00Ê-Ê01;1539;1038;2577;187,51;209,24;209,24
01Ê-Ê02;1457;979;2436;186,62;200,53;200,53
02Ê-Ê03;1425;962;2387;185,28;193,76;193,76
03Ê-Ê04;1422;957;2379;183,12;192,5;192,5
04Ê-Ê05;1434;950;2384;183,35;193,47;193,47
05Ê-Ê06;1461;975;2436;185,5;198,15;198,15
06Ê-Ê07;1647;1095;2742;197,56;234,61;234,61
07Ê-Ê08;1899;1265;3164;207,01;241,09;241,09
08Ê-Ê09;2095;1388;3483;210,58;242,73;284,02
09Ê-Ê10;2177;1481;3658;213,78;242,58;295,33
10Ê-Ê11;2242;1530;3772;216,01;242,87;297,19
11Ê-Ê12;2216;1529;3745;212,66;242,58;299,57
12Ê-Ê13;2191;1525;3716;211,85;237,52;269,36
13Ê-Ê14;2202;1521;3723;210,36;237,29;265,27
14Ê-Ê15;2177;1479;3656;207,08;224,87;243,47
15Ê-Ê16;2097;1449;3546;206,64;224,42;242,58
16Ê-Ê17;2060;1443;3503;205,22;224,27;239,82
17Ê-Ê18;2179;1474;3653;207,46;224,79;240,72
18Ê-Ê19;2194;1490;3684;208,79;224,72;261,18
19Ê-Ê20;2071;1427;3498;207,98;224,42;265,87
20Ê-Ê21;1943;1343;3286;204,63;224,12;241,76
21Ê-Ê22;1862;1328;3190;204,55;194,73;245,18
22Ê-Ê23;1810;1264;3074;196,74;194,88;241,16
23Ê-Ê00;1647;1159;2806;192,13;195,48;222,78
00Ê-Ê01;1521;1060;2581;180,82;178,66;195,25
01Ê-Ê02;1451;1000;2451;179,18;178,21;191,53
02Ê-Ê03;1414;973;2387;178,21;186,84;187,29
03Ê-Ê04;1415;969;2384;175,39;184,46;184,46
04Ê-Ê05;1426;968;2394;174,27;183,35;183,35
05Ê-Ê06;1453;990;2443;180,22;191,6;191,6
06Ê-Ê07;1644;1122;2766;188,85;217,19;217,19
07Ê-Ê08;1935;1283;3218;197,7;231,99;231,99
08Ê-Ê09;2135;1403;3538;204,47;234,45;234,45
09Ê-Ê10;2221;1478;3699;206,93;236,31;236,31
10Ê-Ê11;2289;1545;3834;208,04;236,97;236,97
11Ê-Ê12;2294;1544;3838;207,45;235,93;235,93
12Ê-Ê13;2258;1529;3787;207,59;234,74;234,74
13Ê-Ê14;2229;1523;3752;203,28;231,32;231,32
14Ê-Ê15;2181;1527;3708;201,94;230,35;230,35
15Ê-Ê16;2094;1485;3579;200,23;229,16;229,16
16Ê-Ê17;2062;1457;3519;198,67;228,2;228,2
17Ê-Ê18;2154;1504;3658;204,84;233,93;242,11
18Ê-Ê19;2149;1475;3624;204,92;234,37;242,33
19Ê-Ê20;2042;1413;3455;204,54;233,93;233,93
20Ê-Ê21;1941;1339;3280;201,72;234,82;234,82
21Ê-Ê22;1874;1314;3188;201,87;235,78;235,78
22Ê-Ê23;1853;1269;3122;199,86;238,24;238,24
23Ê-Ê00;1704;1182;2886;188,7;222,54;222,54
00Ê-Ê01;1578;1080;2658;185,5;209,91;209,91
01Ê-Ê02;1494;1017;2511;183,64;201,2;201,2
02Ê-Ê03;1448;997;2445;180,44;193,69;193,69
03Ê-Ê04;1435;1018;2453;171,14;182,9;182,9
04Ê-Ê05;1458;1018;2476;171,74;184,83;184,83
05Ê-Ê06;1485;1037;2522;180,44;193,09;193,09
06Ê-Ê07;1666;1125;2791;189,22;220,85;220,85
07Ê-Ê08;1927;1281;3208;203,14;235,06;235,06
08Ê-Ê09;2131;1414;3545;208,5;237,67;237,67
09Ê-Ê10;2240;1482;3722;210,58;243,99;243,99
10Ê-Ê11;2306;1484;3790;211,99;245,11;245,11
11Ê-Ê12;2281;1553;3834;211,1;241,16;241,16
12Ê-Ê13;2249;1538;3787;205,45;230,22;230,22
13Ê-Ê14;2196;1564;3760;199,2;219,51;224,94
14Ê-Ê15;2110;1559;3669;195,62;207,9;217,5
15Ê-Ê16;2029;1515;3544;194,66;203,66;216,68
16Ê-Ê17;2029;1488;3517;192,35;209,02;215,34
17Ê-Ê18;2124;1532;3656;195,7;216,61;221,89
18Ê-Ê19;2124;1491;3615;200,09;229,03;229,03
19Ê-Ê20;2004;1406;3410;202,92;235,06;235,06
20Ê-Ê21;1890;1325;3215;197,41;229,63;229,63
21Ê-Ê22;1826;1286;3112;194,14;214,9;224,12
22Ê-Ê23;1794;1245;3039;189,89;194,28;221,67
23Ê-Ê00;1659;1163;2822;186,69;189,89;214,82
00Ê-Ê01;1522;1078;2600;187,33;206,07;225,57
01Ê-Ê02;1459;1019;2478;182,57;192,53;199,6
02Ê-Ê03;1425;1000;2425;179,81;190,38;190,38
03Ê-Ê04;1398;1012;2410;175,05;182,71;183,23
04Ê-Ê05;1407;1012;2419;171,18;179,81;180,78
05Ê-Ê06;1388;977;2365;172,6;181,45;181,45
06Ê-Ê07;1448;1030;2478;175,87;183,9;183,9
07Ê-Ê08;1580;1126;2706;179,59;189,41;194,1
08Ê-Ê09;1744;1225;2969;182,42;198,93;203,84
09Ê-Ê10;1845;1359;3204;186,43;215,52;217,31
10Ê-Ê11;1887;1430;3317;186,58;211,13;216,34
11Ê-Ê12;1860;1417;3277;186,21;207,79;214,48
12Ê-Ê13;1818;1421;3239;185,62;195,88;212,7
13Ê-Ê14;1769;1400;3169;183,16;184,43;208,23
14Ê-Ê15;1717;1386;3103;180,78;178,47;201,09
15Ê-Ê16;1671;1378;3049;180,85;178,85;200,94
16Ê-Ê17;1684;1385;3069;182,12;186,29;203,84
17Ê-Ê18;1826;1428;3254;183,98;194,17;206,82
18Ê-Ê19;1833;1378;3211;187,4;221,18;221,18
19Ê-Ê20;1760;1314;3074;189,63;227,95;227,95
20Ê-Ê21;1692;1256;2948;189,26;226,16;226,16
21Ê-Ê22;1625;1230;2855;189,19;226,61;226,61
22Ê-Ê23;1623;1206;2829;189,04;225,94;225,94
23Ê-Ê00;1515;1121;2636;187,25;218,94;218,94
00Ê-Ê01;1418;1033;2451;186,21;203,99;203,99
01Ê-Ê02;1336;972;2308;180,63;188,67;188,67
02Ê-Ê03;1284;940;2224;170,89;177,06;177,06
03Ê-Ê04;1290;925;2215;167,84;167,84;167,84
04Ê-Ê05;1300;930;2230;164,71;164,71;164,71
05Ê-Ê06;1267;905;2172;161,07;161,07;161,07
06Ê-Ê07;1316;960;2276;156,08;156,08;156,08
07Ê-Ê08;1449;1059;2508;163,59;163,59;163,59
08Ê-Ê09;1621;1196;2817;173,94;177,06;181,45
09Ê-Ê10;1735;1300;3035;179,66;186,88;191,49
10Ê-Ê11;1781;1340;3121;182,19;188,07;199,68
11Ê-Ê12;1791;1361;3152;186,29;199,16;204,07
12Ê-Ê13;1762;1359;3121;186,06;195,96;200,72
13Ê-Ê14;1746;1338;3084;182,57;190,15;194,84
14Ê-Ê15;1735;1305;3040;178,85;181,15;187,55
15Ê-Ê16;1715;1312;3027;177,88;173,49;188
16Ê-Ê17;1762;1319;3081;177,21;169,47;189,71
17Ê-Ê18;1915;1365;3280;180,93;187,85;197,37
18Ê-Ê19;1933;1398;3331;182,04;186,66;200,79
19Ê-Ê20;1840;1336;3176;186,43;210,02;211,06
20Ê-Ê21;1763;1277;3040;187,33;215,15;215,15
21Ê-Ê22;1716;1266;2982;188,59;224,6;224,6
22Ê-Ê23;1692;1207;2899;190,53;227,95;227,95
23Ê-Ê00;1538;1116;2654;185,47;206,67;206,67
00Ê-Ê01;1433;1041;2474;180,33;185,32;185,32
01Ê-Ê02;1370;974;2344;171,85;176,99;176,99
02Ê-Ê03;1351;959;2310;168,21;167,76;167,76
03Ê-Ê04;1355;945;2300;163,37;164,71;164,71
04Ê-Ê05;1380;954;2334;161,88;163;163
05Ê-Ê06;1447;996;2443;170,81;172,3;182,42
06Ê-Ê07;1707;1131;2838;190,45;190,6;215,52
07Ê-Ê08;2016;1312;3328;201,68;193,87;232,11
08Ê-Ê09;2212;1457;3669;208,6;241,26;250,49
09Ê-Ê10;2288;1530;3818;205,55;241,93;242,16
10Ê-Ê11;2358;1628;3986;199,82;224,15;229,66
11Ê-Ê12;2347;1615;3962;199,75;221,7;229,06
12Ê-Ê13;2297;1564;3861;197,97;192,39;228,39
13Ê-Ê14;2296;1560;3856;197;191,57;227,35
14Ê-Ê15;2194;1526;3720;195,06;189,26;225,12
15Ê-Ê16;2097;1499;3596;193,13;180,18;223,78
16Ê-Ê17;2028;1437;3465;190,08;178,99;219,76
17Ê-Ê18;2201;1501;3702;196,7;191,72;230,55
18Ê-Ê19;2155;1496;3651;200,64;192,76;242,6
19Ê-Ê20;2040;1436;3476;199,75;193,8;237,99
20Ê-Ê21;1915;1353;3268;196,92;203,84;228,1
21Ê-Ê22;1849;1328;3177;197,52;228,99;228,99
22Ê-Ê23;1796;1286;3082;195,14;229,06;229,06
23Ê-Ê00;1619;1155;2774;188,89;218,57;218,57
00Ê-Ê01;1501;1055;2556;182,13;199,54;199,54
01Ê-Ê02;1454;991;2445;175,44;187,86;187,86
02Ê-Ê03;1425;961;2386;172,76;184,07;184,07
03Ê-Ê04;1437;955;2392;171,86;183,25;183,25
04Ê-Ê05;1455;963;2418;170,67;180,57;180,57
05Ê-Ê06;1524;1008;2532;178,56;192,7;192,7
06Ê-Ê07;1771;1135;2906;189,72;226,4;226,4
07Ê-Ê08;2090;1325;3415;198,87;243,51;243,51
08Ê-Ê09;2314;1449;3763;207,65;250,36;250,36
09Ê-Ê10;2373;1528;3901;208,99;259,36;259,36
10Ê-Ê11;2451;1570;4021;211,97;268,44;268,44
11Ê-Ê12;2407;1596;4003;213,83;275,58;275,58
12Ê-Ê13;2374;1579;3953;210,85;273,57;273,57
13Ê-Ê14;2349;1567;3916;208,99;260,4;260,4
14Ê-Ê15;2310;1543;3853;208,47;254,82;254,82
15Ê-Ê16;2198;1503;3701;206,61;249,84;249,84
16Ê-Ê17;2149;1465;3614;201,03;243,59;243,59
17Ê-Ê18;2260;1531;3791;207,06;252,51;252,51
18Ê-Ê19;2228;1507;3735;207,65;260,85;260,85
19Ê-Ê20;2103;1430;3533;205,2;253,78;253,78
20Ê-Ê21;2000;1352;3352;199,09;244,26;244,26
21Ê-Ê22;1935;1327;3262;196,56;241,06;241,06
22Ê-Ê23;1907;1288;3195;189,35;232,05;232,05
23Ê-Ê00;1741;1175;2916;185,55;215,61;215,61
00Ê-Ê01;1599;1089;2688;178,71;193,66;193,66
01Ê-Ê02;1519;1037;2556;170,75;182,5;182,5
02Ê-Ê03;1472;1006;2478;168,52;176,63;176,63
03Ê-Ê04;1446;1019;2465;164,13;168,81;168,81
04Ê-Ê05;1457;1031;2488;164,42;167,25;171,42
05Ê-Ê06;1493;1059;2552;176,4;176,03;191,95
06Ê-Ê07;1720;1200;2920;186,6;201,33;215,76
07Ê-Ê08;2058;1377;3435;197,09;209,96;236,74
08Ê-Ê09;2268;1503;3771;204,82;206,01;252,59
09Ê-Ê10;2322;1593;3915;207,2;209,58;260,18
10Ê-Ê11;2384;1654;4038;206,83;186,89;260,55
11Ê-Ê12;2386;1623;4009;204,75;172,83;260,03
12Ê-Ê13;2398;1635;4033;200,43;170,67;249,76
13Ê-Ê14;2421;1621;4042;197,31;170,3;237,71
14Ê-Ê15;2372;1622;3994;197,23;169,26;242,4
15Ê-Ê16;2265;1615;3880;195,67;165,76;239,57
16Ê-Ê17;2249;1632;3881;192,62;164,65;232,2
17Ê-Ê18;2381;1712;4093;194,78;171,49;236
18Ê-Ê19;2292;1691;3983;194,7;176,25;241,95
19Ê-Ê20;2113;1536;3649;194,48;173,43;245,52
20Ê-Ê21;1989;1426;3415;189,5;172,83;232,5
21Ê-Ê22;1925;1402;3327;187,41;172,24;225,66
22Ê-Ê23;1860;1349;3209;183,02;171,86;215,69
23Ê-Ê00;1684;1211;2895;179,68;168,66;200,21
00Ê-Ê01;1567;1095;2662;163,7;161,39;175,15
01Ê-Ê02;1508;1031;2539;161,1;159,31;166,82
02Ê-Ê03;1455;1009;2464;151,35;149,12;149,12
03Ê-Ê04;1464;1025;2489;147,56;144,44;144,44
04Ê-Ê05;1482;1034;2516;149,34;147,49;147,49
05Ê-Ê06;1548;1056;2604;162,58;159,39;178,13
06Ê-Ê07;1779;1200;2979;179,62;162,06;200,74
07Ê-Ê08;2087;1380;3467;189,06;164,22;223,94
08Ê-Ê09;2291;1510;3801;197,39;165,56;245,36
09Ê-Ê10;2349;1611;3960;196,5;164,67;240,75
