Time ID,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161
 10:30:00  08/01/17,-19.50,-19.50,-19.39,-19.50,-19.61,-19.61,-19.11,-19.00,-19.22,-19.50,-19.28,-19.72,-19.50,-19.22,-18.89,-19.72,2.00,2.39,3.11,1.50,2.28,4.78,3.39,4.11,3.78,3.89,3.61,3.22,3.39,3.78,3.50,3.22
 10:40:00  08/01/17,-19.50,-19.50,-19.39,-19.50,-19.61,-19.61,-19.11,-19.00,-19.22,-19.50,-19.28,-19.72,-19.50,-19.22,-18.89,-19.72,2.00,2.39,3.11,1.50,2.28,4.78,3.39,4.11,3.78,3.89,3.61,3.22,3.39,3.78,3.50,3.22
 10:50:00  08/01/17,-19.50,-19.50,-19.39,-19.50,-19.61,-19.61,-19.11,-19.00,-19.22,-19.50,-19.28,-19.72,-19.50,-19.22,-18.89,-19.72,2.00,2.39,3.11,1.50,2.28,4.78,3.39,4.11,3.78,3.89,3.61,3.22,3.39,3.78,3.50,3.22
 11:00:00  08/01/17,-19.50,-19.50,-19.72,-19.50,-19.61,-19.61,-19.89,-19.72,-19.50,-19.50,-19.78,-19.72,-19.89,-19.72,-18.89,-20.61,2.00,1.72,3.39,1.78,1.89,7.39,3.39,3.61,3.28,3.22,3.11,3.61,3.89,3.78,3.50,3.22
 11:10:00  08/01/17,-19.50,-19.50,-19.72,-19.50,-19.61,-19.61,-19.89,-19.72,-19.50,-19.50,-19.78,-19.72,-19.89,-19.72,-18.89,-20.61,2.00,1.72,3.39,1.78,1.89,7.39,3.39,3.61,3.28,3.22,3.11,3.61,3.89,3.78,3.50,3.22
 11:20:00  08/01/17,-19.50,-19.50,-19.72,-19.50,-19.61,-19.61,-19.89,-19.72,-19.50,-19.50,-19.78,-19.72,-19.89,-19.72,-18.89,-20.61,2.00,1.72,3.39,1.78,1.89,7.39,3.39,3.61,3.28,3.22,3.11,3.61,3.89,3.78,3.50,3.22
 11:30:00  08/01/17,-19.50,-19.50,-19.72,-19.78,-19.61,-19.61,-19.89,-19.72,-19.50,-19.78,-19.78,-19.72,-19.39,-19.72,-20.00,-19.11,2.00,2.39,2.89,2.22,2.39,1.78,3.39,3.61,3.89,3.22,3.50,3.28,3.28,3.28,3.22,3.22
 11:40:00  08/01/17,-19.50,-19.50,-19.72,-19.78,-19.61,-19.61,-19.89,-19.72,-19.50,-19.78,-19.78,-19.72,-19.39,-19.72,-20.00,-19.11,2.00,2.39,2.89,2.22,2.39,1.78,3.39,3.61,3.89,3.22,3.50,3.28,3.28,3.28,3.22,3.22
 11:50:00  08/01/17,-19.50,-19.50,-19.72,-19.78,-19.61,-19.61,-19.89,-19.72,-19.50,-19.78,-19.78,-19.72,-19.39,-19.72,-20.00,-19.11,2.00,2.39,2.89,2.22,2.39,1.78,3.39,3.61,3.89,3.22,3.50,3.28,3.28,3.28,3.22,3.22
 12:00:00  08/01/17,-19.50,-19.50,-19.39,-19.78,-19.61,-19.61,-19.28,-19.72,-19.89,-19.50,-19.28,-19.72,-19.00,-19.72,-19.28,-19.11,2.00,1.89,2.28,2.72,2.00,2.50,2.61,3.61,3.28,3.50,3.50,3.89,3.28,3.28,3.22,3.22
 12:10:00  08/01/17,-19.50,-19.50,-19.39,-19.78,-19.61,-19.61,-19.28,-19.72,-19.89,-19.50,-19.28,-19.72,-19.00,-19.72,-19.28,-19.11,2.00,1.89,2.28,2.72,2.00,2.50,2.61,3.61,3.28,3.50,3.50,3.89,3.28,3.28,3.22,3.22
 12:20:00  08/01/17,-19.50,-19.50,-19.39,-19.78,-19.61,-19.61,-19.28,-19.72,-19.89,-19.50,-19.28,-19.72,-19.00,-19.72,-19.28,-19.11,2.00,1.89,2.28,2.72,2.00,2.50,2.61,3.61,3.28,3.50,3.50,3.89,3.28,3.28,3.22,3.22
 12:30:00  08/01/17,-19.50,-19.50,-19.39,-19.39,-19.61,-19.61,-19.78,-19.28,-19.89,-19.50,-19.61,-20.11,-19.50,-19.22,-19.78,-19.50,2.28,1.89,3.11,1.72,1.72,2.11,2.61,3.61,3.61,3.50,3.50,3.28,3.28,3.28,3.50,3.61
 12:40:00  08/01/17,-19.50,-19.50,-19.39,-19.39,-19.61,-19.61,-19.78,-19.28,-19.89,-19.50,-19.61,-20.11,-19.50,-19.22,-19.78,-19.50,2.28,1.89,3.11,1.72,1.72,2.11,2.61,3.61,3.61,3.50,3.50,3.28,3.28,3.28,3.50,3.61
 12:50:00  08/01/17,-19.50,-19.50,-19.39,-19.39,-19.61,-19.61,-19.78,-19.28,-19.89,-19.50,-19.61,-20.11,-19.50,-19.22,-19.78,-19.50,2.28,1.89,3.11,1.72,1.72,2.11,2.61,3.61,3.61,3.50,3.50,3.28,3.28,3.28,3.50,3.61
 13:00:00  08/01/17,-19.50,-19.50,-19.39,-19.39,-19.28,-19.28,-19.78,-19.72,-19.61,-19.50,-19.61,-19.72,-19.89,-19.78,-19.78,-19.50,2.28,1.89,2.72,2.22,2.50,2.11,2.61,3.61,3.61,3.50,3.22,3.89,3.28,3.28,3.50,3.28
