Time ID,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
 21:20:00  08/01/17,-19.39,-19.50,-20.61,-21.50,-19.22,-18.89,-19.61,-21.72,-20.78,-20.28,-20.89,-21.11,-20.61,-20.89,-21.28,-21.11
 21:30:00  08/01/17,-19.39,-19.50,-21.22,-20.39,-19.78,-20.50,-21.00,-19.28,-20.78,-21.22,-21.28,-20.39,-18.72,-19.00,-21.72,-20.72
 21:40:00  08/01/17,-19.39,-19.50,-21.22,-20.39,-19.78,-20.50,-21.00,-19.28,-20.78,-21.22,-21.28,-20.39,-18.72,-19.00,-21.72,-20.72
 21:50:00  08/01/17,-19.39,-19.50,-21.22,-20.39,-19.78,-20.50,-21.00,-19.28,-20.78,-21.22,-21.28,-20.39,-18.72,-19.00,-21.72,-20.72
 22:00:00  08/01/17,-19.39,-19.50,-20.11,-18.61,-21.00,-21.28,-19.00,-21.00,-20.78,-19.72,-19.78,-18.89,-20.22,-19.89,-20.78,-19.22
 22:10:00  08/01/17,-19.39,-19.50,-20.11,-18.61,-21.00,-21.28,-19.00,-21.00,-20.78,-19.72,-19.78,-18.89,-20.22,-19.89,-20.78,-19.22
 22:20:00  08/01/17,-19.39,-19.50,-20.11,-18.61,-21.00,-21.28,-19.00,-21.00,-20.78,-19.72,-19.78,-18.89,-20.22,-19.89,-20.78,-19.22
 22:30:00  08/01/17,-19.39,-19.50,-18.78,-20.22,-19.61,-19.61,-21.28,-21.00,-20.28,-19.22,-18.89,-20.89,-21.22,-21.11,-20.00,-19.22
 22:40:00  08/01/17,-19.39,-19.50,-18.78,-20.22,-19.61,-19.61,-21.28,-21.00,-20.28,-19.22,-18.89,-20.89,-21.22,-21.11,-20.00,-19.22
 22:50:00  08/01/17,-19.39,-19.50,-18.78,-20.22,-19.61,-19.61,-21.28,-21.00,-20.28,-19.22,-18.89,-20.89,-21.22,-21.11,-20.00,-19.22
 23:00:00  08/01/17,-19.39,-19.50,-20.61,-21.22,-19.61,-20.00,-19.61,-19.28,-20.00,-20.72,-20.39,-19.22,-20.39,-20.22,-19.00,-20.50
 23:10:00  08/01/17,-19.39,-19.50,-20.61,-21.22,-19.61,-20.00,-19.61,-19.28,-20.00,-20.72,-20.39,-19.22,-20.39,-20.22,-19.00,-20.50
 23:20:00  08/01/17,-19.39,-19.50,-20.61,-21.22,-19.61,-20.00,-19.61,-19.28,-20.00,-20.72,-20.39,-19.22,-20.39,-20.22,-19.00,-20.50
 23:30:00  08/01/17,-19.39,-19.50,-21.11,-19.11,-21.11,-21.50,-20.39,-21.50,-19.28,-21.22,-21.22,-20.89,-18.78,-18.72,-19.00,-19.72
 23:40:00  08/01/17,-19.39,-19.50,-21.11,-19.11,-21.11,-21.50,-20.39,-21.50,-19.28,-21.22,-21.22,-20.89,-18.78,-18.72,-19.00,-19.72
 23:50:00  08/01/17,-19.39,-19.50,-21.11,-19.11,-21.11,-21.50,-20.39,-21.50,-19.28,-21.22,-21.22,-20.89,-18.78,-18.72,-19.00,-19.72
 00:00:00  09/01/17,-19.39,-19.50,-20.72,-20.00,-20.72,-20.50,-20.39,-20.72,-19.28,-19.61,-21.22,-20.61,-19.78,-19.72,-20.72,-20.61
 00:10:00  09/01/17,-19.39,-19.50,-20.72,-20.00,-20.72,-20.50,-20.39,-20.72,-19.28,-19.61,-21.22,-20.61,-19.78,-19.72,-20.72,-20.61
 00:20:00  09/01/17,-19.39,-19.50,-20.72,-20.00,-20.72,-20.50,-20.39,-20.72,-19.28,-19.61,-21.22,-20.61,-19.78,-19.72,-20.72,-20.61
