 08:36:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 08:38:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 08:40:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 08:42:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 08:44:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 08:46:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 08:48:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 08:50:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 08:52:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 08:54:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 08:56:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 08:58:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 09:00:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 09:02:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 09:04:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 09:06:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 09:08:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 09:10:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 09:12:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 09:14:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 09:16:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 09:18:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 09:20:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 09:22:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 09:24:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 09:26:00  08/01/17,-19.72,-19.89,-19.78,-18.61,-19.28
 09:28:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-19.28
 09:30:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-19.28
 09:32:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-19.28
 09:34:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-19.28
 09:36:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-19.28
 09:38:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-19.28
 09:40:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-19.28
 09:42:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-19.28
 09:44:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-19.28
 09:46:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-19.28
 09:48:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-19.28
 09:50:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-19.28
 09:52:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-19.28
 09:54:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-19.28
 09:56:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-19.28
 09:58:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-18.22
 10:00:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-18.22
 10:02:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-18.22
 10:04:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-18.22
 10:06:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-18.22
 10:08:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-18.22
 10:10:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-18.22
 10:12:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-18.22
 10:14:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-18.22
 10:16:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-18.22
 10:18:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-18.22
 10:20:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-18.22
 10:22:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-18.22
 10:24:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-18.22
 10:26:00  08/01/17,-19.72,-19.89,-19.50,-18.61,-18.22
 10:28:00  08/01/17,-19.72,-19.39,-19.50,-9.50,-19.72
 10:30:00  08/01/17,-19.72,-19.39,-19.50,-9.50,-19.72
 10:32:00  08/01/17,-19.72,-19.39,-19.50,-9.50,-19.72
 10:34:00  08/01/17,-19.72,-19.39,-19.50,-9.50,-19.72
 10:36:00  08/01/17,-19.72,-19.39,-19.50,-9.50,-19.72
 10:38:00  08/01/17,-19.72,-19.39,-19.50,-9.50,-19.72
 10:40:00  08/01/17,-19.72,-19.39,-19.50,-9.50,-19.72
 10:42:00  08/01/17,-19.72,-19.39,-19.50,-9.50,-19.72
 10:44:00  08/01/17,-19.72,-19.39,-19.50,-9.50,-19.72
 10:46:00  08/01/17,-19.72,-19.39,-19.50,-9.50,-19.72
 10:48:00  08/01/17,-19.72,-19.39,-19.50,-9.50,-19.72
 10:50:00  08/01/17,-19.72,-19.39,-19.50,-9.50,-19.72
 10:52:00  08/01/17,-19.72,-19.39,-19.50,-9.50,-19.72
 10:54:00  08/01/17,-19.72,-19.39,-19.50,-9.50,-19.72
 10:56:00  08/01/17,-19.72,-19.39,-19.50,-9.50,-19.72
 10:58:00  08/01/17,-19.72,-19.39,-19.50,-18.22,-19.72
 11:00:00  08/01/17,-19.72,-19.39,-19.50,-18.22,-19.72
 11:02:00  08/01/17,-19.72,-19.39,-19.50,-18.22,-19.72
 11:04:00  08/01/17,-19.72,-19.39,-19.50,-18.22,-19.72
 11:06:00  08/01/17,-19.72,-19.39,-19.50,-18.22,-19.72
 11:08:00  08/01/17,-19.72,-19.39,-19.50,-18.22,-19.72
 11:10:00  08/01/17,-19.72,-19.39,-19.50,-18.22,-19.72
 11:12:00  08/01/17,-19.72,-19.39,-19.50,-18.22,-19.72
 11:14:00  08/01/17,-19.72,-19.39,-19.50,-18.22,-19.72
 11:16:00  08/01/17,-19.72,-19.39,-19.50,-18.22,-19.72
 11:18:00  08/01/17,-19.72,-19.39,-19.50,-18.22,-19.72
 11:20:00  08/01/17,-19.72,-19.39,-19.50,-18.22,-19.72
 11:22:00  08/01/17,-19.72,-19.39,-19.50,-18.22,-19.72
 11:24:00  08/01/17,-19.72,-19.39,-19.50,-18.22,-19.72
 11:26:00  08/01/17,-19.72,-19.39,-19.50,-18.22,-19.72
